issuekey,title,description,storypoint,split_mark
DURACLOUD-69,Modularize project builds,"in an attempt to isolate fundamental aspects of the baseline in terms of building and testing, this task is to create three toplevel pom.xml that separate: storage services infrastructure  bamboo builds should be created to run each.",1,train
DURACLOUD-70,Cannot upload empty content,"while testing akubra duracloud (vs duracloud trunk r438), i noticed that anytime i attempt to send an empty stream to contentstore.addcontent(..), it behaves as though the request succeeded (no exception is thrown), but the content item never actually gets created in s3.  here's what i've verified so far: 1) s3 supports uploading empty items (verified via s3fox) 2) contentstore supports listing, getting, and deleting empty items (tested after uploading an empty item into my test space using s3fox) 3) duradmin reports an error (400) when attempting to upload an empty file, but is able to successfully list, get, and delete empty files.  ",1,train
DURACLOUD-71,IA Filesystem Checksum Verifier,this utility needs to:  walk a directory of downloaded ia books  generate checksums for each file  read iamanifest of provided checksums (/_files.xml)   compare generated to provided checksums,1,train
DURACLOUD-72,content browser: previous link takes the user to the first page.,nan,1,train
DURACLOUD-74,Create EMC accounts for each pilot partner,in order to allow our partners to use emc storage during the pilot we need to: 1. create an emc account for each partner 2. add the emc credentials to the durastore initialization for each partner,1,train
DURACLOUD-75,Large-file chunking in durastore,this feature should accept large streams coming in from the durastorerestapi and chunk them into duracloud.,3,train
DURACLOUD-76,Large-file stitching in durastore,this feature should accept requests for large streams coming in from the durastorerestapi and stitch the duracloud chunks into a single response stream.,3,train
DURACLOUD-80,display thumbnails in content browser,nan,1,train
DURACLOUD-81,Update Rackspace Java library,"a few issues have been resolved in the rackspace java library based on submitted support tickets. the most current library needs to be added, and rackspacestorageprovider needs to be updated to account for the fixes.",1,train
DURACLOUD-82,Large-file stitching as client-side utility,nan,3,train
DURACLOUD-86,Limit count of space items in space metadata,"the current call to get space metadata performs a count of the number of items in a space. for s3, this requires getting a list of the entire set of content and counting the included items. when there is a large number of item in the space, this can take quite a while (around 4 minutes for 250,000 objects). rather than performing this count every time the metadata is requested for a space, the count should be capped and a value returned which indicates that there is a large number of objects. as an example, if the cap for counting is 1000 items, a value of ""1000+"" could be returned when the cap is reached.  along with this cap, there needs to be a way to get the actual content count. this would likely work best as a client side count, since the client would be able to update its display to indicate that the count is proceeding.",1,train
DURACLOUD-91,Out of memory error on uploading large files through duradmin.,try uploading three files > 20 mb   tomcat should throw an oom error.,2,train
DURACLOUD-93,Convert to use SLF4J consistently for logging,"there is currently a mix of log4j, commonslogging, and slf4j in the baseline. the log4j and commonslogging dependencies (including transitive dependencies) need to be pulled out in favor of slf4j. a good reference point is chris wilper's completed task doing the same thing in the fedora baseline: http:/fedoracommons.org/jira/browse/fcrepo630",3,train
DURACLOUD-94,Conversion service cleanup not always happening,"in the conversion service, if the call to add the converted file to storage fails, neither the converted file nor the original are removed from the work directory. this cleanup should occur regardless of whether conversion or upload succeed.  additionally, it would be a good idea to add a retry to the upload call.",1,train
DURACLOUD-95,Service Jars should be kept out of the service work directory,"in servicesutil, specifically serviceinstallerimpl.explodeandinstall(), when a service package zip is unpacked, any jars which are found to already be deployed are being placed in the service's work directory. instead the jar count should just be incremented (as is done already) and the jar ignored.",1,train
DURACLOUD-96,Unable to add metadata to a content item when the metadata name includes a space,"when attempting to add metadata to a content item, if the name of the metadata includes a space, the add fails. there is no failure message, but the metadata is not added to the content metadata list.   this issue does not show up when adding metadata to a space.  update: this issue was resolved for amazon, but in rackspace a similar problem still exists. on rackspace, if metadata is added to a content item in which the metadata name includes a space, it appears to work properly, but on refresh, that item will disappear.",2,train
DURACLOUD-97,Updating the MIME type of a content item to an invalid MIME value causes errors,if you update the mime type of a content item to an invalid value (such as imagejpeg) an exception is thrown: java.lang.illegalargumentexception: error parsing media type 'imagejpg'. the item can then not be accessed via the rest api (and consequently the ui). there should be a validation check in durastore (and duradmin) to make sure that the value provided as a mime type is acceptable.,1,train
DURACLOUD-98,Progress bar for uploading content items in duradmin,"right now, adding a content item ",1,train
DURACLOUD-101,Create utility to sync to DuraCloud from the filesystem,"this can be used to sync arbitrary file system directories with duracloud, storing new and updated files. one use case for this is direct backup of fedora and dspace file content to duracloud (archive to duracloud without needing to talk directly.)  see http:/fedora commons.org/confluence/x/lwaiaq for more detail",16,train
DURACLOUD-102,Add option to set color space in Image Conversion service,nypl images are in prorgb format and need to be converted to srgb as part of the process of converting tiff images to jp2. this task is to include the option to indicate the preferred target colorspace in the call to perform the image conversion. this option will need to be included as a config item when deploying the service.,2,train
DURACLOUD-103,Ability for account-admin to add image/mark-up to duradmin home page,the goal of this feature is to allow for duradmin to include the branding of the organization using duracloud.,1,train
DURACLOUD-104,Handle access control at the DuraCloud level rather than depending on storage providers,"access control as it exists in version 0.2 of duracloud is handled by using the acl and other access mechanisms of the underlying storage providers to allow or disallow direct access to content items in those provider stores. as it has been decided that duracloud should always mediate content access, access control should be managed within duracloud. having an open space will allow anonymous read access to content through the duracloud interfaces, whereas having a closed space will allow access only to authorized users.",2,train
DURACLOUD-106,Security: Add application support for transport security (ssl/tls),this issue is to enable the baseline to handle both http and https requests.,8,train
DURACLOUD-107,Security: Update PP AMI,nan,3,train
DURACLOUD-111,Video Streaming Service - Amazon Impl,this service should expose video content through amazon's cloud front streaming server.,8,train
DURACLOUD-114,Multi-thread the Image Conversion Service ,update the image conversion service to be able to spin up a set of threads to handle the conversion process.,2,train
DURACLOUD-115,Image Conversion Service should write output more frequently,the process for reporting image conversion results should be updated so that the output file is created and continually updated as the conversion activity progresses. this makes it is possible to review the results even while the service is running and makes results available even if the service does not complete properly.,2,train
DURACLOUD-118,Stylize 'logout' button,"with the addition of security on duradmin, a logout button has been added to the base header.jsp. it needs to be properly formatted/stylized.",1,train
DURACLOUD-121,Create view link for items when jp2000 service is not running.,nan,1,train
DURACLOUD-122,Display Generic filetype icon in contents view when jpg2000 service not available.,nan,2,train
DURACLOUD-123,Implement Browser side caching for space and item metadata,nan,3,train
DURACLOUD-126,Create content retrieval tool,this tool is the complement to the sync tool: a command line utility which would be used to pull content from a duracloud space to the local file system. part of that activity is reconstituting any chunked files.,4,train
DURACLOUD-127,Duraservice REST-API: shorten /duraservice/services to /duraservice,nan,1,train
DURACLOUD-128,Anonymous StoreClient,"the contentstoremanagerimpl needs to be updated to allow anonymous users to have read access to content.  notes from skype: [12:26:26] bill branan:  the primary store is queried so that a contentstoreimpl can be created with a storageprovidertype and a storeid. we could pass in storageprovidertype.unknown and storeid as null. the addstoreidqueryparameter() method would need to check for null before adding the query param. if it's null, the param is just not included, and durastore reads that as ""use the primary store"" [12:27:42] andrew woods: where is your entry point? [12:28:47] bill branan: a new public method on contentstoremanagerimpl, getcontentstoreasanonymous() or something",1,train
DURACLOUD-129,Add refresh button to flush clientside cache,nan,1,train
DURACLOUD-130,Investigate sojo dependency,"hello danny, i have noticed there have been a couple of build failures due to a new dependency of duradmin that apparently is not always available from its hosting maven repository, namely, net.sf.sojo:sojooptional:jar:0.5.0. it looks like this is a transitive dependency that was pulled in recently through: net.sf.springjson:spring json:jar:1.3.0.  would you be able to do some testing to see if duradmin actually needs this dependency or not. if we do need it, then we can pull it into our own duraspace maven repository. since it probably is a runtime dependency with the ajax tooling, could you remove it from your local maven repository, place an exclude element in your duradmin pom.xml, and run through the application to see if it is actually being used anywhere? ...and naturally double check you local repository to make sure it did not slip back in.  thanks, andrew  p.s. i am planning on putting up a new page/form in duradmin that allows for showing/adding/removing/updating security users. once the initial page is in the baseline, could you go through and make it usable and presentable? we can talk at length later. ",1,train
DURACLOUD-131,Update EMC libraries and re-introduce to baseline,"the emc storage provider is currently excluded from tests and use because of very inconsistent performance around the time that emc was in the process of taking their storage service into production. they have, hopefully, addressed these problems. the client libraries for emc need to be updated to the most recent version, our code needs to be updated to work with the latest libraries, and our the tests and use of the emc provider needs to be re enabled.",2,train
DURACLOUD-132,Application Initialization tool,"as the initialization process for duracloud becomes increasingly involved, tooling support would be helpful. this tool should:  read all configuration from a properties files for durastore, duraservice, duradmin, and security  initialize each of the three webapps   set security users on each of the three webapps",3,train
DURACLOUD-133,REST-ful initialization of duradmin,currently the only way to initialize duradmin is through the ui: duradmin/init.htm this improvement should allow initialization through an http call.,1,train
DURACLOUD-134,Propagate duradmin security updates to durastore & duraservice,"when updates to security users happens on the duradmin ui, those changes need to be pushed to durastore and duraservice.",1,train
DURACLOUD-135,Handle XML in a consistent way throughout the DuraCloud baseline,"duracloud currently uses xml in many places and there are serveral tools and methods used for validating and parsing the xml into an object model. the first step is to pull each bit of xml generation/parsing/validating code into its own class, passing back objects that can be used by the other parts of the code. this will make it easier to re factor the xml handling into a standard method.  we should consider which tool(s) provides the best set of features and use it consistently. we should also have a standard method for validation, relax ng should be considered here.",5,train
DURACLOUD-140,Error viewing files in DurAdmin space listing,"to replicate: add the attached file (which includes a  in the file name) to a space. view the space using duradmin. the request appears to fail to get metadata for the new file, so its link is removed and replaced with: unable to complete request: status (200)  if you click on the link before it disappears, everything appears as it should, the metadata is displayed, and the file can be viewed or downloaded.  note that this problem appears to occur when any of these characters show up in the contentid: ,"", #, %, &  so a couple of questions here:  what's causing the failure when retrieving metadata?  why does the link to the item disappear when the metadata can't be retrieved?  as a side note, if you select a content item to view on the space page before the metadata for all content items has loaded, all content items in the list turn into error messages. the content page loads shortly after this, so things get back to normal, but it may appear to a user that they have done something wrong by clicking on a content link.",2,train
DURACLOUD-143,Be able to embed J2K viewer in local hosted application,"users would like to view their jpeg2000 images in j2k image server, wrapped in their own ui/portal.  images and image server would be hosted from duracloud.",1,train
DURACLOUD-144,Provide users of the Image Conversion service with feedback/status regarding the time that will be required to complete a conversion task,nan,5,train
DURACLOUD-145,Duraservice: messaging,"this feature is analogous duracloud 25, except it calls for applying publishing of messaging events across duraservice methods.",4,train
DURACLOUD-149,ServicesAdmin: Clear registered services,"this improvement should provide a restful means of clearing the ""registered services"" from servicesadmin's cache. this would facilitate bringing duraservice and servicesadmin back into sync.",3,train
DURACLOUD-150,DurAdmin: Warning on overwrite,"when using duradmin, users should be notified when adding a content item will overwrite an existing file.",1,train
DURACLOUD-152,Disable unused projects,this issue should disable /duradavwebapp from the build and remove /sunstorageprovider,1,train
DURACLOUD-153,UI Facelift,nan,5,train
DURACLOUD-154,Release AMI,this tracker item is a container for all items that should be included in the 0.4 ami.    redirect / to /duradmin,3,train
DURACLOUD-155,Project Version in batch scripts,"this issue is a followon to durcloud10 which enabled true project version numbers in the duracloud baseline. this issue is to enable those version numbers to be ""sourced"" from a common .bat file (ala /resources/scripts/osgi/env.sh & /services/j2kservice/run deps.sh)",1,train
DURACLOUD-156,License Boiler Plates,before going open source. the baseline needs to be updated to include the proper licensing info.,1,train
DURACLOUD-157,Refactor: StorageProviderFactory & TaskProviderFactory,"in order to be able to leverage spring for it ioc, aop, etc, across these classes (and a chain of classes below them that follow a similar pattern) as well as to more easily unit test them by injecting mocks, this jira item is to refactor these classes from being comprised of static methods and then use the spring framework to inject them into their respective  rest.java counterparts.",1,train
DURACLOUD-158,Change Sync Tool default port,"the default port for the sync tool is 8080, it should be 443 to allow it to be used by customers without having to set the port to 80 or 443.",1,train
DURACLOUD-159,Provide a way to make use of Amazon's Reduced Redundancy Storage,"amazon's reduced redundancy storage provides a lower cost cloud storage solution. we should add a task which will set content in a space to use this type of storage (and get it back to standard storage.) we could potentially also add a service to allow users to do this directly, but that should be in another tracker item.",2,train
DURACLOUD-160,Create file-based credential store for unit tests,"replace the current unittestdb with a filebased method for storing and retrieving storage provider credentials. this new method will need to be able to handle storage files which are and which are not encrypted.    developers should be able to keep a local file (perhaps pointed to by maven settings) which includes all of the account credentials needed for testing. they should be able to choose to encrypt this file or not. working with an unencrypted file is simpler for local development. using an encrypted file will allow for more secure storage and for simpler sharing among developers. (the key needed to enc/dec could be stored in maven settings as it is now for the db.)  we may choose to pass an encryped credentials file into bamboo in order to be able to update the test accounts (and keys) without needing to rebuild the ami.  it seems likely that we can reuse the code in appconfig to actually read the credentials file, assuming the same format as an appconfig file. we should also be able to use the encryptionutil in common to handle the encryption/decryption (in combination with commonsio fileutils.readfiletostring()). there should be an assembly which provides an easy cli to encrypt and decrypt a file.",3,train
DURACLOUD-161,Transition to using S3 Reduced Redundancy Storage for all pilot S3 storage,transition all current s3 objects to use rrs. update the s3storageprovider to use rrs as the default. one way to do this would be to add a task which sets a flag within the s3storageprovider indicating the preferred storage setting for s3.,3,train
DURACLOUD-163,Add config element for duraservice service-registry store credentials,this item should add a new config element to duraservice for the username/password needed to get services from the dcprod serviceregistry store. currently these credentials are coming from the hijacked config elements: duraservice.servicecompute.username duraservice.service compute.password ,1,train
DURACLOUD-164,500 response from durastore: Too many open files,"after uploading some 1gb files to the wgbh release0.3 instance, durastore would only respond with a 500 exception. the tomcat log files (attached) indicate ""java.net.socketexception: too many open files"" the lsof.out shows an excess of open socket connections to the instance itself. it may be related to the jets3t library (?).",3,train
DURACLOUD-167,Error retrieving content stores,"i'm getting this error when trying to access my spaces through the duradmin (accessing files through the durastore appears unaffected)  an unexpected error occurred... error retrieving content stores. response code was 401, expected value was 200. response body: /apache tomcat/6.0.18  error report/ /http status 401  bad credentials/type/ status report/message/ /bad credentials/description/ /this request requires http authentication (bad credentials)./apache tomcat/6.0.18/error retrieving content stores. response code was 401, expected value was 200. response body: /apache tomcat/6.0.18  error report/ /http status 401  bad credentials/type/ status report/message/ /bad credentials/description/ /this request requires http authentication (bad credentials)./apache tomcat/6.0.18/",1,train
DURACLOUD-168,sync tool writes log files into working directory,"the sync tools writes a duracloudcommon.log file into the current working directory (possibly only an issue on nonwindows platforms), writing to the relative file path ""./c:/work/programs/duracloud/logs/duracloudcommon.log"", which causes some errors in the log files:  caused by: org.duracloud.error.contentstoreexception: error attempting to add content 'c:/work/programs/duracloud/logs/duracloudcommon.log' in 'aapppreservation' due to: response code was 500, expected value was 201. response body value: error attempting to add content 'c:/work/programs/duracloud/logs/duracloudcommon.log' in 'aapppreservation' due to: content c:/work/programs/duracloud/logs/duracloudcommon.log was added to space aapppreservation but the checksum, either provided or computed enroute, (c2e207b0a44d27e4337d16f93970f1e4) does not match the checksum computed by the storage provider (4f074bb6537ddb42a54f33b401bbd146). this content should be checked or retransmitted.   org.duracloud.client.contentstoreimpl.addcontent(contentstoreimpl.java:394)   org.duracloud.chunk.writer.duracloudcontentwriter.addcontent(duracloudcontentwriter.java:182)  ... 11 more caused by: org.duracloud.error.contentstoreexception: response code was 500, expected value was 201. response body value: error attempting to add content 'c:/work/programs/duracloud/logs/duracloudcommon.log' in 'aapppreservation' due to: content c:/work/programs/duracloud/logs/duracloudcommon.log was added to space aapppreservation but the checksum, either provided or computed enroute, (c2e207b0a44d27e4337d16f93970f1e4) does not match the checksum computed by the storage provider (4f074bb6537ddb42a54f33b401bbd146). this content should be checked or retransmitted.   org.duracloud.client.contentstoreimpl.checkresponse(contentstoreimpl.java:512)   org.duracloud.client.contentstoreimpl.addcontent(contentstoreimpl.java:380)  ... 12 more info           2010/06/24 16:43:01 [pool2thread3] (syncworker.java:61) [retryonfailure()]  adding /volumes/mlamellondiglib4/barcode101640/./c:/work/programs/duracloud/logs/duracloudcommon.log back to the changed list, another attempt will be made to sync file.  ====  md20013004:barcode101640 chrisbeer$ java jar ~/downloads/synctool0.3driver.jar d . f 2000 h wgbh.duracloud.org p 443 s aapppreservation t 4 u admin w changeme b ..  starting up the sync tool ..................... startup complete    sync tool configuration  sync directories:   /volumes/mlamellondiglib4/barcode101640/. durastore host: wgbh.duracloud.org durastore port: 443 durastore username: admin duracloud space id: aapppreservation synctool backup directory: .. synctool poll frequency: 2000 synctool threads: 4 synctool max file size: 1073741824 bytes synctool syncing deletes: false      sync tool help  the following commands are available: x  exits the sync tool c  prints the sync tool configuration s  prints the sync tool status l /  changes the log level to / (may be any of debug, info, warn, error) location of logs: /volumes/mlamellondiglib4/barcode101640/../logs   s     sync tool status  start time: 20100624 16:23:07.929 sync queue size: 1 syncs in process: 2 successful syncs: 30 failed syncs: 3   /volumes/mlamellondiglib4/barcode101640/./c:/work/programs/duracloud/logs/duracloudcommon.log   /volumes/mlamellondiglib4/barcode101640/./c:/work/programs/duracloud/logs/duracloudcommon.log   /volumes/mlamellondiglib4/barcode101640/./c:/work/programs/duracloud/logs/duracloudcommon.log   quit  md20013004:barcode101640 chrisbeer$  tail c\:/work/programs/duracloud/logs/duracloudcommon.log  /logs/duracloudcommon.log back to the changed list, another attempt will be made to sync file. caused by: org.duracloud.error.contentstoreexception: error attempting to add content 'c:/work/programs/duracloud/logs/duracloudcommon.log' in 'aapppreservation' due to: response code was 500, expected value was 201. response body value: error attempting to add content 'c:/work/programs/duracloud/logs/duracloudcommon.log' in 'aapppreservation' due to: content c:/work/programs/duracloud/logs/duracloudcommon.log was added to space aapppreservation but the checksum, either provided or computed enroute, (c2e207b0a44d27e4337d16f93970f1e4) does not match the checksum computed by the storage provider (4f074bb6537ddb42a54f33b401bbd146). this content should be checked or retransmitted.   org.duracloud.client.contentstoreimpl.addcontent(contentstoreimpl.java:394)   org.duracloud.chunk.writer.duracloudcontentwriter.addcontent(duracloudcontentwriter.java:182)  ... 11 more caused by: org.duracloud.error.contentstoreexception: response code was 500, expected value was 201. response body value: error attempting to add content 'c:/work/programs/duracloud/logs/duracloudcommon.log' in 'aapppreservation' due to: content c:/work/programs/duracloud/logs/duracloudcommon.log was added to space aapppreservation but the checksum, either provided or computed enroute, (c2e207b0a44d27e4337d16f93970f1e4) does not match the checksum computed by the storage provider (4f074bb6537ddb42a54f33b401bbd146). this content should be checked or retransmitted.   org.duracloud.client.contentstoreimpl.checkresponse(contentstoreimpl.java:512)   org.duracloud.client.contentstoreimpl.addcontent(contentstoreimpl.java:380)  ... 12 more info           2010/06/24 16:43:01 [pool2thread3] (syncworker.java:61) [retryonfailure()]  adding /volumes/mlamellondiglib4/barcode101640/./c:/work/programs/duracloud/logs/duracloudcommon.log back to the changed list, another attempt will be made to sync file. ",1,train
DURACLOUD-169,non-interactive content transfer tool,"as a complement to the sync tool, i'd love to see a noninteractive, oneoff content transfer tool (akin to `scp` or `rsync`, either perdirectory or perfile) that could be easily integrated into existing workflows, e.g.:   $  java jar duracloudtransfer.jar file $i h wgbh.duracloud.org p 443 s aapppreservation u admin w changeme  ==> transfers file $i into the aapp preservation space    ",1,train
DURACLOUD-174,errors loading duradmin spaces,"after syncing 500+ large files, i'm getting some weird intermittent errors in the duradmin when trying to verify the files are there.. the answer is probably ""don't do that"", but reporting it anyway..  for the url https:/wgbh.duracloud.org/duradmin/contents.htm?spaceid=aapppreservation  1) see attached screenshot 2) after refreshing from (1), i the attached stack trace 3) eventually, i get this application error: org.duracloud.duradmin.util.dataretrievalexception: org.duracloud.error.contentstoreexception: error attempting to get space 'aapppreservation' due to: too many open files java.lang.runtimeexception: org.duracloud.duradmin.util.dataretrievalexception: org.duracloud.error.contentstoreexception: error attempting to get space 'aapp preservation' due to: too many open files at org.duracloud.duradmin.contentstore.contentitemlist.getspace(contentitemlist.java:54) at org.duracloud.duradmin.control.contentscontroller.handle(contentscontroller.java:71) at org.springframework.web.servlet.mvc.abstractcommandcontroller.handlerequestinternal(abstractcommandcontroller.java:84) at [...]     ",1,train
DURACLOUD-175,Break out OSGI tests into a new project,"move all of the existing service tests which spin up an osgi container into a new project /services/osgitest. these tests should run as normal when using ""mvn clean install"", but should be skipped when the dskipinttests or  pskipinttests flags are used.",2,train
DURACLOUD-177,DuraStore REST-API addition: spaceExists & contentExists,"this issue is to add two additional methods to the durastore restapi:  spaceexists(spaceid)   contentexists(spaceid, contentid)",2,train
DURACLOUD-178,Trade out jets3t libraries under S3StorageProvider for Amazon-supported libraries,use the amazon libraries (http:/aws.amazon.com/sdkforjava/) for connecting to s3. they will also be used for connecting to ec2.,4,train
DURACLOUD-179,Set higher file handle limits in DuraCloud AMIs,wgbh has seen issues on their instance due to the tomcat process running out of file handles. to get around this the changes listed at the bottom of the ami creation wiki page (https:/wiki.duraspace.org/display/neworg/duracloudamisetup#duracloudamisetup additionalnotes) were added. these changes need to be included in the duracloud amis.,1,train
DURACLOUD-180,Sync Tool run to completion,"add an option to the sync tool which would allow it to run until its work queue is empty, then exit. this would be useful for administrators who would like to use the sync tool as part of a cron job to sync all of the day's updates at one time rather than have the sync tool run continually.",1,train
DURACLOUD-181,Sync Tool retry failed transfers,"update the sync tool to write failed transfers to a file in the backup directory, then add an option to retry those failed transfers on startup. this would need to be a one time retry (otherwise the risk of a loop is too high) which pulls the contents on the failed transfers file into the work queue, then clears that file; any new failures would be written to the file again.",2,train
DURACLOUD-182,Sync Tool start from scratch option,add an option to the sync tool which would clear out its status logs (or just ignore them) in order to start from scratch (attempt to sync all files) rather than restarting. this would remove the need to ever manually clear the backup directory unless wanting to remove log files.,1,train
DURACLOUD-185,change icon to something more appropriate on deploy/undeploy service.,not sure if the lock/unlock icons used for open/closed spaces really applies to service deploy/undeploy (0.6) ,1,train
DURACLOUD-187,"After logging in, redirect the user to the requested URL",nan,1,train
DURACLOUD-188,provide next and previous  links for navigating content items.,nan,1,train
DURACLOUD-190,Fix Duradmin UI integration tests.,nan,1,train
DURACLOUD-191,Update the Image Conversion service to make use of Amazon's Elastic MapReduce service,"in order to handle processing the volume of data being presented by our pilot partners, duracloud needs to be able to distribute compute work onto multiple machines.   it appears that the most standardized way of doing this distribution is to make use of apache hadoop. since amazon provides the elastic mapreduce service, which makes use of hadoop, it makes sense to investigate that as the initial step towards being able to take advantage of scalable processing in the cloud. we already have data to convert (nypl tiff images) and an existing image conversion service, this task is to allow the image conversion to run via mapreduce.",16,train
DURACLOUD-192,Full URL of streaming content,"this improvement is to expose the full url, including the streaming host server, of content that is streamed via the mediastreaming service. various stream viewers provide the ability to paste in such a url for testing.",1,train
DURACLOUD-193,Navigating away from an upload in progress causes the upload to fail.,"the quick fix is to provide a warning to the user.  the better solution is probably to make the spaces,services,admin,and dashboard pages all driven off the same ""page"" and making the various sections (spaces,services,etc) addressable after the hashmark.",1,train
DURACLOUD-195,"The uploads dialog gets a little messy when you have >4 files that have been uploaded (close button sits over other stuff, can't see the bottom of the scroll bar, etc)","# the uploads dialog gets a little messy when you have >4 files that have been uploaded (close button sits over other stuff, can't see the bottom of the scroll bar, etc)",1,train
DURACLOUD-196,"Mark  image files when the space is closed, indicating that the JP2 viewer is only available for open spaces","it would be really useful to have a notice box on image files when the space is closed, indicating that the jp2 viewer is only available for open spaces (then do viewing as if the jp2 service were not deployed).",1,train
DURACLOUD-197,Make available services more explicit.,"on the services tab, you have to click ""deploy a new service"" to view a list of other available services not currently running. it would be nice if that information was somehow presented on the immediate service page, as it wasn't immediately apparent that there were other services that could be run.",1,train
DURACLOUD-198,DurAdmin: Add Content Item button is available prior to selecting a space,"the ""add content item"" button on the spaces tab of duradmin can be selected without choosing a space. the add content dialog box opens and allows you to interact as usual, but when you click the add button nothing happens. the ""add content item"" button should likely be grayed out until a space is selected.",1,train
DURACLOUD-200,New StorageProvider: MS-Azure,this feature should create a storageprovider implementation ala   emcstorageprovider.java   rackspacestorageprovider.java   s3storageprovider.java  for microsoft's azure storage offering. http:/research.microsoft.com/azure ,13,train
DURACLOUD-202,Server Health and Status Monitoring,"this is a toplevel feature that will span from the ui dashboard to the backend status. exactly what functionality is expected in this feature needs further investigation. examples may include:  usage  storage requests, bandwidth consumption, uploads, downloads, etc  storage breakdowns   by space, mimetype, storage provider, etc  cost estimating  see the following page for further ideas: https:/wiki.duraspace.org/display/dspint/duradmin+dashboard",13,train
DURACLOUD-204,Persisting User Passwords,this improvement should persist system and user credentials to enable the same ones to be used across migrations to a new duracloud instance.,1,train
DURACLOUD-207,Service configuration: Exclusion groups,the task is to update the serviceconfig schemas to support the notion of exclusion groups during deployment and configuration of services. this allows the ui to dynamically display the appropriate input elements based on initial selections made by the user.  see duracloud215,2,train
DURACLOUD-208,Bulk Delete Space,nan,1,train
DURACLOUD-209,Bulk Delete Content,nan,1,train
DURACLOUD-214,Bulk Update Content Mime Type,nan,1,train
DURACLOUD-215,Service Exclusion Groups - UI Modifications,ui changes to support duracloud 207,1,train
