issuekey,title,description,storypoint,split_mark
JSW-2863,"GreenHopper appends Project IDs to URL when adding to list of Enabled Projects, causes HTTP 413 error.","per ticket here: https:/support.atlassian.com/browse/ghs2112  when adding select projects to the ""allowed projects"" listing (under administration > greenhopper > enabled projects,) adding a project to the allowed list creates a request url like this: http:/localhost:8080/secure/secure/setadmissibleprojects.jspa?decorator=none&listvalue=10010%2c10000%2c  where the response is a ""302 temporarily moved,"" a post content size of zero, and a listvalue entry that keeps getting longer.  eventually, the list gets so long that the page will not load due to an ""http 413  request entity too large"" error.  (screenshots + dev console in chrome attached.)",3,train
GHS-2881,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"".",steps to reproduce:  1. click on agile tab  2. navigate to chart board > task board > choose assignee  3. this will display all cards for which the user is the assignee  4. log work    expected result:  the work is succesfully logged  the card should make the assignee unchanged (that is maintaining same assignee)    actual result:  work logged successfully  the card is set to all assignee      ,2,train
JSW-2881,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"".",steps to reproduce:  1. click on agile tab  2. navigate to chart board > task board > choose assignee  3. this will display all cards for which the user is the assignee  4. log work    expected result:  the work is succesfully logged  the card should make the assignee unchanged (that is maintaining same assignee)    actual result:  work logged successfully  the card is set to all assignee      ,2,train
GHS-2882,Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour),"from https:/studio.atlassian.com/browse/jst 3848      this bug appeared on 14.2.2010, after the update on 13.2.2010.    go to task board, select version x and developer d.  change the version of a task to version y.  the filter changes to version y and no developer is selected (filter to all assignees).    was working fine until at least 11.2.2010, where the behaviour was that the flter stayed in place an a little message said something that ""you can't view the message you were working on because it is not in the filter"".    the current behavior is really annoying because you have to get back to the version you were working on.  using the planning board is not an option because you cannot filter on the developer.  ",5,train
JSW-2882,Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour),"from https:/studio.atlassian.com/browse/jst 3848      this bug appeared on 14.2.2010, after the update on 13.2.2010.    go to task board, select version x and developer d.  change the version of a task to version y.  the filter changes to version y and no developer is selected (filter to all assignees).    was working fine until at least 11.2.2010, where the behaviour was that the flter stayed in place an a little message said something that ""you can't view the message you were working on because it is not in the filter"".    the current behavior is really annoying because you have to get back to the version you were working on.  using the planning board is not an option because you cannot filter on the developer.  ",5,train
GHS-2912,"As a user I would like to be able to quickly toggle the display of columns on and off on A Board, similar to the quick filter buttons",nan,8,train
JSW-2912,"As a user I would like to be able to quickly toggle the display of columns on and off on A Board, similar to the quick filter buttons",nan,8,train
GHS-2915,"When creating a new card with security level on the card, it does not have 'None' in the select for security level.",nan,2,train
JSW-2915,"When creating a new card with security level on the card, it does not have 'None' in the select for security level.",nan,2,train
GHS-2919,As a GH User I would like the Assignee and Reporter fields on the New Card dialog to be the new shiny autocomplete to improve performance,nan,5,train
JSW-2919,As a GH User I would like the Assignee and Reporter fields on the New Card dialog to be the new shiny autocomplete to improve performance,nan,5,train
GHS-2923,WorklogHistoryCacheImpl doesn't remove cache registration on disposal,from https:/studio.atlassian.com/browse/jst4291?focusedcommentid=39798&page=com.atlassian.jira.plugin.system.issuetabpanels:commenttabpanel#comment39798  it's not possible to disable and re enable the gh plugin in upm atm. the problem is that the com.atlassian.greenhopper.service.timetracking.workloghistorycacheimpl doesn't clean up its registered cache on disposal. it should implement org.springframework.beans.factory.disposablebean and call cachemanager.removecache(cachename) (watch out for ise) or check for net.sf.ehcache.cachemanager.cacheexists(string) on afterpropertiesset_.,2,train
JSW-2923,WorklogHistoryCacheImpl doesn't remove cache registration on disposal,from https:/studio.atlassian.com/browse/jst4291?focusedcommentid=39798&page=com.atlassian.jira.plugin.system.issuetabpanels:commenttabpanel#comment39798  it's not possible to disable and re enable the gh plugin in upm atm. the problem is that the com.atlassian.greenhopper.service.timetracking.workloghistorycacheimpl doesn't clean up its registered cache on disposal. it should implement org.springframework.beans.factory.disposablebean and call cachemanager.removecache(cachename) (watch out for ise) or check for net.sf.ehcache.cachemanager.cacheexists(string) on afterpropertiesset_.,2,train
GHS-2987,As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog,acceptance criteria:   clicking on the remaining estimate field will allow inline edit   similar behaviour to the new inline text edit behaviour,8,train
JSW-2987,As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog,acceptance criteria:   clicking on the remaining estimate field will allow inline edit   similar behaviour to the new inline text edit behaviour,8,train
GHS-2989,Ability to print on standard index cards,"we are in the process of migrating from another system to jira. we currently using a bubblejet printer to print stories directly onto 3x5 index cards.  with the current greenhopper printing functionality, we can't print one card per page and therefore can't print directly onto cards.  we would like the ability print one card per page with the card layout sized to fit well on a 3x5 index card",2,train
JSW-2989,Ability to print on standard index cards,"we are in the process of migrating from another system to jira. we currently using a bubblejet printer to print stories directly onto 3x5 index cards.  with the current greenhopper printing functionality, we can't print one card per page and therefore can't print directly onto cards.  we would like the ability print one card per page with the card layout sized to fit well on a 3x5 index card",2,train
GHS-2994,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version","for instance, at present it selects the parent version which has no release date set (cause we don't yet know when we release). instead, it should select the child version that has a release date.",3,train
JSW-2994,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version","for instance, at present it selects the parent version which has no release date set (cause we don't yet know when we release). instead, it should select the child version that has a release date.",3,train
GHS-2998,As a user I would like the Rapid Board to be available via Labs,cos:  labs option under general configuration to enable/disable the rapid board  rapid board displayed in agile drop down when enabled  feedback button (using andreas' jira plugin) in the header  manage option when on rapid board for current rv,5,train
JSW-2998,As a user I would like the Rapid Board to be available via Labs,cos:  labs option under general configuration to enable/disable the rapid board  rapid board displayed in agile drop down when enabled  feedback button (using andreas' jira plugin) in the header  manage option when on rapid board for current rv,5,train
GHS-3003,As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board,"cos:  link to show next 5 comments (if more than n left)  link to show all remaining comments (if any left)   details of total number of comments  v1 to have no tools (∞ + edit), no index, no twixy   expanded by default)",5,train
JSW-3003,As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board,"cos:  link to show next 5 comments (if more than n left)  link to show all remaining comments (if any left)   details of total number of comments  v1 to have no tools (∞ + edit), no index, no twixy   expanded by default)",5,train
GHS-3006,As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab,"cos   if i am a rapid board user and have a remembered rapid view (from my last visit) then i would like to be taken to that when i click on agile, instead of being taken to the planning board",5,train
JSW-3006,As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab,"cos   if i am a rapid board user and have a remembered rapid view (from my last visit) then i would like to be taken to that when i click on agile, instead of being taken to the planning board",5,train
GHS-3011,As a user i would like the ability to manage my rapid views similar to jira managed filters,"list all rapid views, link to edit, delete. view option for non owners.",5,train
JSW-3011,As a user i would like the ability to manage my rapid views similar to jira managed filters,"list all rapid views, link to edit, delete. view option for non owners.",5,train
GHS-3017,Configuration of custom and scrum templates lost after upgrade,"if custom templates were created or the scrum template was modified in a version prior to 5.4.2, an upgrade to one of the affected ones will cause the configuration associated with these templates to be lost. this bug is caused as a side effect of fixing http:/jira.atlassian.com/browse/ghs 2826.    see http:/confluence.atlassian.com/x/fbiadg for additional information.",5,train
JSW-3017,Configuration of custom and scrum templates lost after upgrade,"if custom templates were created or the scrum template was modified in a version prior to 5.4.2, an upgrade to one of the affected ones will cause the configuration associated with these templates to be lost. this bug is caused as a side effect of fixing http:/jira.atlassian.com/browse/ghs 2826.    see http:/confluence.atlassian.com/x/fbiadg for additional information.",5,train
GHS-3020,Editing the labels triggers a page reload - on PlanningBoard,nan,2,train
JSW-3020,Editing the labels triggers a page reload - on PlanningBoard,nan,2,train
GHS-3029,As a user I would like the ability to create and release a fix version containing all of the issues in my done column,"cos:  based on correct permissions (project administrator)  release button on rhs column (normally ""done"")  release dialog w/   new versions    name the fix version    set the description    set the release date (auto populate with today's date, plus date picker)  notifications that explain what occured",8,train
JSW-3029,As a user I would like the ability to create and release a fix version containing all of the issues in my done column,"cos:  based on correct permissions (project administrator)  release button on rhs column (normally ""done"")  release dialog w/   new versions    name the fix version    set the description    set the release date (auto populate with today's date, plus date picker)  notifications that explain what occured",8,train
GHS-3030,As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count,"cos  configure this on the manage rapid view using inline edit  default to total issue count (include sub tasks, exclude swimlane duplicates)  yellow for min constraint busted in header  red for max constraint busted in header   show min, current, max at top of column",5,train
JSW-3030,As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count,"cos  configure this on the manage rapid view using inline edit  default to total issue count (include sub tasks, exclude swimlane duplicates)  yellow for min constraint busted in header  red for max constraint busted in header   show min, current, max at top of column",5,train
GHS-3050,As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter,"cos:  regardless of who owns the saved filter, if i have created a rapid view based on it i can edit the rapid view  other users can not edit my rapid view   manage rapid view has message saying you cant configure and link to owner",5,train
JSW-3050,As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter,"cos:  regardless of who owns the saved filter, if i have created a rapid view based on it i can edit the rapid view  other users can not edit my rapid view   manage rapid view has message saying you cant configure and link to owner",5,train
GHS-3065,As a user I would like a control chart showing the time an issue was in progress,cos   in progress is defined as those columns which are yellow,8,train
JSW-3065,As a user I would like a control chart showing the time an issue was in progress,cos   in progress is defined as those columns which are yellow,8,train
GHS-3066,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View","cos  change the name of the swimlane, default to 'expedite'  one swimlane with jql ""and""  configure by jql in a free text field  configure on the manage rapid view page  no validation, no autocomplete  if there is no jql the swimlane is not displayed",5,train
JSW-3066,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View","cos  change the name of the swimlane, default to 'expedite'  one swimlane with jql ""and""  configure by jql in a free text field  configure on the manage rapid view page  no validation, no autocomplete  if there is no jql the swimlane is not displayed",5,train
GHS-3070,Issues without a priority set should not be given a priority icon on the Rapid Board as it is misleading/incorrect,nan,1,train
JSW-3070,Issues without a priority set should not be given a priority icon on the Rapid Board as it is misleading/incorrect,nan,1,train
GHS-3093,As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board,"cos:  in flot  on the reporting tab of the rapid board  based upon the current rapid view  similar colour scheme to the gadget (for consistency)  not configurable based on columns  go to control chart when loading reporting, have a drop down for chart types where 'cumulative flow diagram' can be found",8,train
JSW-3093,As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board,"cos:  in flot  on the reporting tab of the rapid board  based upon the current rapid view  similar colour scheme to the gadget (for consistency)  not configurable based on columns  go to control chart when loading reporting, have a drop down for chart types where 'cumulative flow diagram' can be found",8,train
GHS-3097,As a user I would like to be able to return an unlimited number of results,"cos:  the query should be limited to the number of issues in global configuration, query results limit  if there is no limit set it will return all issues",3,train
JSW-3097,As a user I would like to be able to return an unlimited number of results,"cos:  the query should be limited to the number of issues in global configuration, query results limit  if there is no limit set it will return all issues",3,train
GHS-3099,As a user I would like to see the mean and the standard deviation on my control chart,"cos:  perhaps a similar style to http:/people.iola.dk/olau/flot/examples/percentiles.html  show this as a line on the control chart for the mean, with a highlight to show std dev  no interaction expected  use all chart data   one standard deviation for the highlight",3,train
JSW-3099,As a user I would like to see the mean and the standard deviation on my control chart,"cos:  perhaps a similar style to http:/people.iola.dk/olau/flot/examples/percentiles.html  show this as a line on the control chart for the mean, with a highlight to show std dev  no interaction expected  use all chart data   one standard deviation for the highlight",3,train
GHS-3104,As a user I would like my everything else swimlane to exclude the issues from the configured swimlane,"cos:  remove the card stubs in everything else  everything else swimlane appends swimlane jql as ""and not""  remove unnecessary code (css and js)  change 'default swimlane' to 'everything else'",3,train
JSW-3104,As a user I would like my everything else swimlane to exclude the issues from the configured swimlane,"cos:  remove the card stubs in everything else  everything else swimlane appends swimlane jql as ""and not""  remove unnecessary code (css and js)  change 'default swimlane' to 'everything else'",3,train
GHS-3106,As a user I would like the 'New Column' text in a new column to be selected enabling quick update,nan,1,train
JSW-3106,As a user I would like the 'New Column' text in a new column to be selected enabling quick update,nan,1,train
GHS-3107,As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column,unmapped column only,2,train
JSW-3107,As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column,unmapped column only,2,train
GHS-3108,As a user I would like a link from my Manage Rapid View screen back to the Rapid Board,nan,1,train
JSW-3108,As a user I would like a link from my Manage Rapid View screen back to the Rapid Board,nan,1,train
GHS-3110,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off",see https:/studio.atlassian.com/browse/jst4804 for more information. please resolve that when resolving this.,3,train
JSW-3110,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off",see https:/studio.atlassian.com/browse/jst4804 for more information. please resolve that when resolving this.,3,train
GHS-3132,URL doesn't select issue on the Planning Board as it should,for https:/jira.atlassian.com/secure/projectboard.jspa?pagetype=planningboard&selectedprojectid=12200&viewissuekey=ghs 1098&subtype=projectboard# on greenhopper 5.6.3 that does not select the correct page and the issue on the correct page.,3,train
JSW-3132,URL doesn't select issue on the Planning Board as it should,for https:/jira.atlassian.com/secure/projectboard.jspa?pagetype=planningboard&selectedprojectid=12200&viewissuekey=ghs 1098&subtype=projectboard# on greenhopper 5.6.3 that does not select the correct page and the issue on the correct page.,3,train
GHS-3146,As a user I would like to be able to add another swimlane to my Rapid View,cos:   add additional swimlanes   ability to delete swimlanes   not sortable (will be another story)   jira restful table ui/ux e.g. manage versions,5,train
JSW-3146,As a user I would like to be able to add another swimlane to my Rapid View,cos:   add additional swimlanes   ability to delete swimlanes   not sortable (will be another story)   jira restful table ui/ux e.g. manage versions,5,train
GHS-3161,When clicking on issue on control chart show issue in detail view,nan,1,train
JSW-3161,When clicking on issue on control chart show issue in detail view,nan,1,train
JSW-3772,"As a rapid board owner I would like to be able to have a column constraint for ""Issues, excluding Sub-Tasks""","(!) testing notes (!)  q: what happens in the case with an issue that has a subtask not captured by the filter? a: (/) nothing  the count is for parent issues and not subtasks, so the count will not be affected.  q: test to see this works with stories swimlane config, as well as queries. a: (/) still works, though it is less clear what the issue count refers to given that you do not see the parent issue in the column it is in.  q: what about negative numbers? a: (/) they continue to not be allowed  same input controls for constraints as before.  q: is this customizable for individual constraints, or globally for all constraints? a: (/) for the whole board, not individual columns  q: what if the last parent is removed from that column but it's subtasks remain? a: (/) the count drops to zero.  q: what happens if there is no subtask issuetype? a: (/) nothing  the count should not be affected by issues which do not exist  q: what happens when there are quick filters active that filter out parent issues? what happens when there are quick filters active that filter out subtask issues? a: (/) the count should still display the appropriate number of issues  so if column constraint excludes sub tasks then filtering out parents should set all visible counts to 0.",2,train
JSW-3993,"As a user, if I accidentally browse the Rapid Start before logout, I want to be about to go straight to RapidBoard when I login","currently greenhopper will remember that you were at the rapidstart when you logout, and when you log back in, clicking the agile tab brings you back there. we want to change the behavior so that the user returns to the rapidboard instead. this will reduce annoyance for the customer.",2,train
GHS-4171,make sub projects,"we really need this feature, where a single projects can have its own projects",2,train
JSW-4171,make sub projects,"we really need this feature, where a single projects can have its own projects",2,train
JSW-4478,"As a user, I would like to get visual feedback on the progress of Plan Mode's loading","when you have a lot of issues, it can be slow to load and it looks like nothing is happening.",2,train
JSW-4503,"As a user, I would like to be able to quickly filter issues out in Plan mode","quick filters   best effort is fine for now, probably same as quick filters on work tab (seems consistent)  the marker should still count items above the line even if they are filtered  ",8,train
GHS-4520,"As a user, I would like to just see Rapid Board everywhere Rapid View exists currently",nan,1,train
JSW-4520,"As a user, I would like to just see Rapid Board everywhere Rapid View exists currently",nan,1,train
GHS-4521,In Doco: I would like to see Rapid Board everywhere Rapid View is currently,nan,1,train
JSW-4521,In Doco: I would like to see Rapid Board everywhere Rapid View is currently,nan,1,train
JSW-4547,"As an OnDemand user, I'd like to be able to provide the Atlassian team with feedback on GH labs features","need to implement a ""got feedback"" mechanism for ondemand like we do in btf.",2,train
JSW-4559,A problem with Rapid Board`s cards display.,"if a rapid board includes many columns (> 11 columns)and a screen resolution is resolution  1280 x 720, then ticket`s key and summary are become unreadable (like on an attached screenshot).         this becomes problem where user cannot use less amount of columns and we can`t increase a browser window size in some cases (when using a laptop, for example).    thanks in advance.    sac ticket: https:/support.atlassian.com/browse/ghs3831  ",2,train
GHS-4633,New features in dashboard for drop down list,new features in dashboard for drop down list a drop down list should be added to the dashboard for easy access,3,train
JSW-4633,New features in dashboard for drop down list,new features in dashboard for drop down list a drop down list should be added to the dashboard for easy access,3,train
JSW-4655,"As a user, I would like to view attachments when elaborating stories in a Sprint planning meeting", also present in work mode  image gallery view as in jira if possible,8,train
GHS-4657,"As a user, I'd like to see a burn down that includes both the 'feeling' of the burndown as well as the actual facts",nan,8,train
JSW-4657,"As a user, I'd like to see a burn down that includes both the 'feeling' of the burndown as well as the actual facts",nan,8,train
JSW-4659,"As a user, I would like to see the issue priority in plan mode",need some basic design,2,train
JSW-4662,"As a user, I would like sub tasks to have the same Sprint as their parent in all cases ",  for now force all subtasks to be complete on a complete story before allowing sprint to be finished,5,train
