issuekey,title,description,storypoint,split_mark
USERGRID-160,select (filter) queries with dot notation don't return results,"steps to reproduce:    1. create a collection and populate it with an entity with the following data:      2. run a get query on this collection with a filter:    https:/api.usergrid.com/org/app/collection/?ql=select foo.bar    3. no results are returned because the ""select"" filter isn't working with dotnotated key names.    attached is a realworld use case of where this is failing.",3,train
USERGRID-161,Some required fields should not be required on the users page of the Admin Portal,"on the users page of the admin portal, there are a several fields that are marked as required but should not be.",3,train
USERGRID-178,Lack of Documentation on available features and REST APIs,there is not a proper documentation for available features and rest apis. it is bit time consuming to do things with apache usergrid without documentation.  ,3,train
USERGRID-179,Java documentations are misleading the user(developer).,"java classes in usergrid sdks still referring apigee sdks classes.    ex: through the method explanation of logoutappuserasync() method in client.java of usergrid android sdk, referring to a class called ""dataclient"". there is not a class called ""dataclient"" in usergrid android sdk, while apigee sdk has.    therefore it is difficult to figure out by going through the code base.",3,train
USERGRID-193,SaveCollectionMembers in Export does not correctly export all entity data,"the saveconnections() and savedictionaries() methods are called at the end of savecollectionmembers() in file exportserviceimpl.java    but if collection for an entity was null, then it would just return and not export the connections and dictionaries for that particular entity, thus calling these functions in the start of the method ensures, that all connections and dictionaries are always exported.",3,train
USERGRID-210,"Fix the ""test 10 app limit"" test in the two-dot-o branch","this test fails because it fails to account for default apps created by the test framework. also, do we need to enforce a 10 app limit in usergrid?      applicationsit.test10applimit:84 all elements removed expected:/ but was:/    the test method above has been marked as ignore.    to fix this bug you should re enable the test above and then fix the test to properly check the 10 app limit.",3,train
USERGRID-211,"Fix ""start paging"" in the two-dot-o branch",nan,3,train
USERGRID-212,Fix EventsResourceIT.testEventPostandGet,"this test fails in code that is still using hector.     eventsresourceit.testeventpostandget:111 » uniforminterface get http:/localho...  org.apache.usergrid.persistence.exceptions.queueexception: neccessary queue bounds not found    org.apache.usergrid.mq.cassandra.io.abstractsearch.getqueuerange(abstractsearch.java:160)    org.apache.usergrid.mq.cassandra.io.notransactionsearch.getids(notransactionsearch.java:102)    org.apache.usergrid.mq.cassandra.io.notransactionsearch.getresults(notransactionsearch.java:72)    org.apache.usergrid.mq.cassandra.queuemanagerimpl.getfromqueue(queuemanagerimpl.java:404)    org.apache.usergrid.rest.applications.events.eventsresource.executeget(eventsresource.java:67)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:57)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)    java.lang.reflect.method.invoke(method.java:606)      the test method above has been marked as ignored.    to fix this bug, re enable the test, figure out why it fails and fix it.",3,train
USERGRID-215,Possible bug in usergrid-lib.min.js TypeError: c in null,"using ug (master) when i turn on firebug in firefox and log in to the ug portal, i see the following console error    usergrid lib.min.js (line 27, col 92)    ...==this&&c.$$nextsibling))for(;c(d=c.$$nextsibling);)c=c.$parent}while(...    first things first, can anyone else reproduce this? i have no idea about why this is as i have not looked into the javascript yet.       ",3,train
USERGRID-216,GET an non-exists entity by ID or Name throws 401 if no authorisation is required,for example    get /sandbox/users/nonexistusername throws 401 error code    this is because below code    @provider  public class serviceresourcenotfoundexceptionmapper extends abstractexceptionmapper/           else       }  }  ,2,train
USERGRID-230,unable to run usergrid while off line from internet,when trying to run the launcher and your not connected to the internet there is a spring bean error its unable to load the spring xsd e.g.:    http:/ http:/     that is on line 22 in usergridstandalonecontext.xml in the launcher module.    ive tried to run from source builds or from a 127 command and its the same issue.,3,train
USERGRID-231,Default collections are not created by database setup,"steps to reproduce:    1) setup a new usergrid system  2) http get the url /system/database/setup  3) http get the url /system/superuser/setup  4) login to the portal  5) see that there is only a ""roles"" collection    but there should be these collections:      /activities      /assets      /devices      /folders      /groups       /roles      /tokens      /users  ",3,train
USERGRID-235,Inconsistent missing resource status code,"assuming valid credentials, i get a different status code depending on the authorization method.    bearer token:    curl x get i h ""accept: application/json"" h ""authorization: bearer xxx"" 'http:/localhost:8080/testorganization/testapp/dogs/fido'    404 error: service resource not found      client id & secret:    curl x get i h ""accept: application/json"" 'http:/localhost:8080/testorganization/test app/dogs/fido?clientid=xxx&clientsecret=xxx'    http/1.1 401 unauthorized    note: in both cases, the client receives the same body content:      ",3,train
USERGRID-236,Portal looks for helpJson.json in the wrong place,"if you deploy the portal to a path other than ""/"" then you will get a 404 or possible a 500 error when the portal loads pages because it will not be able to load helpjson.json.",3,train
USERGRID-237,two-dot-o: Error in Portal after entity create,"after an entity is created, the portal attempts to load the entity but gets a 500 error from the server because it forms a bad url with two slashes after the application is specified.",3,train
USERGRID-238,Remove ARS Maquette font from Portal,"portal/css/arsmarquette/  dist/usergridportal/css/arsmarquette/  distcov/usergridportal/css/arsmarquette/     these fonts are copyright (c) ars type®angus r. shamal, 1999 2010. all rights reserved. do we have a license to redistribute them?",2,train
USERGRID-241,Index Queue should not depend solely on AWS SQS ,"in the twodoto branch the faulty queue implementation has been replaced by a set of queue interfaces and an aws sqs implementation of those interfaces.     usergrid should not depend on a commercial service and the usergrid launcher should be able to run standalone and without external services.    so, what we need is a queue implementation that we can embed in usergrid for running junit tests that depend on the queue, for running the usergrid launcher and (ideally) one that can also be run remotely.    apache qpid seems to be a good candidate for our default queue implementation.",3,train
USERGRID-249,Can't post on connection,"after setting up my roles as prescribed, i receive this error in the terminal when trying  to create a connection:    warning: exception occurred during body skip  java.lang.illegalstateexception: can not skip more bytes than available    org.glassfish.grizzly.http.server.io.inputbuffer.skip(inputbuffer.java:600)   …    i tried issuing this command from the shell in the portal:    post /users/2760f03a22ef11e48ffdf3f0018b3726/mynotes     and    post /users/2760f03a22ef11e48ffdf3f0018b3726/mynotes []    either command returns:    /users/2760f03a22ef11e48ffdf3f0018b3726/mynotes     ,    ""path"": ""/users/2760f03a22ef11e48ffdf3f0018b3726/mynotes"",    ""uri"": ""http:/localhost:8080/test.2/notepad/users/2760f03a22ef11e48ffdf3f0018b3726/mynotes"",    ""entities"": [],    ""timestamp"": 1408063432982,    ""duration"": 6,    ""organization"": ""test.2"",    ""applicationname"": “notepad""  }    however, no entities are being created. i’ve also tried using curl with the same results:    curl h ""authorization: bearer ywmt2j3jacqleesr1fvx65wfraaaauf67ffu8cqvwoyiavxxioea177uf05noa8""  x post d '[ ]' http:/localhost:8080/test.2/notepad/users/me/mynotes    i did execute a post /users/2760f03a22ef11e48ffdf3f0018b3726/mynotes by itself as well,  which made no difference.     charles  ",3,train
USERGRID-262,ES cursor errors should be translated for our users,"when advancing beyond a cursor's end, or passing an invalid cursor, the following error is returned to the user.      body=          we should catch this error, and return a friendlier error message to our users.",3,train
USERGRID-263,Limit not honored on subsequent requests with cursors,"the following scenario worked in 1.0. we've broken this in 2.0.    steps to reproduce.    1) perform a query that returns a cursor, a limit may or may not be supplied.    curl x get ""http:/localhost:8080/usergrid/test1/users?limit=20""    2) perform the next page query and change the limit    curl x get ""http:/localhost:8080/usergrid/test1/users?limit=40&cursor=cxvlcnlbbmrgzxrjadsxozk4nza6udfxa08zsvrtdgfxnncwrmz2vkzudzswow==""     what should happen    a response with  40 entities, assuming there are 40 to return.    what actually happens    a response with 20 entities, which is from the original query, but not what was requested.",3,train
USERGRID-273,5 Cleanup test harness and create a more declarative test framework,"currently our test harnesses are a mess of spaghetti.  we need to decouple this mess, and allow us to cleanly define the rules and requirements of our system.  i think we need to break it down into the following behaviors.    test execution environments    parallel execution    this should be the default behavior.  all tests are assumed to be parallel    serial execution    this should be the exception, and only used when parallel execution cannot be accomplished.  tests in this classification should run in a method at a time, with no concurrency    external resources    cassandra    # configure the runtime  # pre invocation hook  ## create default implementation of truncating column families.  this should be manually added, and not execute by default.  # post invocation hook    elasticsearch     # configure the runtime  # pre invocation hook  ## create default implementation of truncating column families.  this should be manually added, and not execute by default.  # post invocation hook    lifecycle    a test itself can have numerous lifecycle operations.  these should be set up as rules, both class and instance, and should not be done via inheritance of abstract tests.  this is the old junit3 way of operating, and needs removed.  ",8,train
USERGRID-280,Implement Admin User methods in Management Class for REST tests,implement admin user methods in management class for rest tests.   ensure that adminusersit test works.,3,train
USERGRID-281,Implement Superuser methods in Management Class for REST tests,implement superuser methods in management class for rest tests  implement superuser token methods also,3,train
USERGRID-286,[SPIKE] Research asynch distributed workflow,we need to develop an asynch distributed workflow for things like data cleanup after app/collection deletion.,3,train
USERGRID-294,move cleanup to before tests run in stack,move cleanup to before tests run in stack  ,5,train
USERGRID-316,"Usergrid Launcher throws exception if ""initialize database"" unchecked","if you run the launcher and you do not check the ""initialize database on start"" button, then the first time you start the server the launcher will exit with an error message like this:    20150106 16:03:51,476 error (pool2thread1) [org.apache.cassandra.config.databasedescriptor]  fatal configuration error  org.apache.cassandra.exceptions.configurationexception: cannot locate file:tmp/cassandra.yaml    org.apache.cassandra.config.databasedescriptor.getstorageconfigurl(databasedescriptor.java:123)    org.apache.cassandra.config.databasedescriptor.loadyaml(databasedescriptor.java:140)    org.apache.cassandra.config.databasedescriptor./(databasedescriptor.java:132)    org.apache.cassandra.service.cassandradaemon.setup(cassandradaemon.java:216)    org.apache.cassandra.service.cassandradaemon.activate(cassandradaemon.java:447)    org.apache.usergrid.launcher.embeddedserverhelper$cassandrarunner.run(embeddedserverhelper.java:190)    java.util.concurrent.threadpoolexecutor.runworker(threadpoolexecutor.java:1145)    java.util.concurrent.threadpoolexecutor$worker.run(threadpoolexecutor.java:615)    java.lang.thread.run(thread.java:745)",3,train
USERGRID-324,[SPIKE] Prototype a few distributed realtime parallel processing systems,"we need a system to allow us to build distributed/parallel data process flows.  ultimately, this system must have the following requirements at a component level.    software requirements    # work well within reactive/streams logic  # allow easy operationalization.  no  additional external systems should be required  # allow failover during node failure, and automatic recovery. processing should not stop/restart because of a failure, it should resume.  # not additional state administration should need to be built.  distributed futures should be an inherent part of the framework.     some examples are the following.    # migrations  # import/export  # distributed indexing on heavily connected entities  # post processing deletes  # collection deletes  # application deletes      i have the following requirements.    # you can define a deployment topology and limit the number of sub processes/workers in the workflow  # ability to reject requests when there is no capacity  # preferably, do not introduce another dependency (like zookeeper) and deploy it in the stack war file  # an easy intuitive interface for programming flows which will work in a single node, or clustered environment  # administrative status, giving the ability to poll operational status via rest for automated monitoring    examples    guaranteed post processing    # a write occurs.  it is written to cassandra and a post processing message is triggered.   ## this message must be persistent, and allow for recovery during complete failure.   ## if there is no capacity for post processing in the system, we should reject this request via back pressure  ## the post processing should return a future (or similar) that could be blocked on if the caller chooses to.  # the http call is returned to the user  # post process indexing occurs asynchronously    reindex all entities in the system.    # launch a root process.  this process emits all application ids within the system.  # child processes receive the application id.  for each app, create the index in elastic search, then emit all collections.  # child processes receive the collections and app ids. for each collection, emit the entity id  # child process receives the app, collection, and id.  for each entity, get it's edges, and reindex the documents within elastic search.     delete a collection    realtime > update collection alias to point to a new internal collection name.  fire delete collection task.    job process    # launch root process.  load previous collection name and emit to 2 child tasks.  # child task 1: remove every entity of the previous type from elastic search using bulk delete until empty.  # child task 2: iterate every entity and remove it from cassandra, as well as it's graph edge.    ",8,train
USERGRID-332,Fix ApplicationRequestCounterIT,nan,3,train
USERGRID-333,Fix ApplicationResourceIT,nan,3,train
USERGRID-334,Fix AssetResourceIT,nan,3,train
USERGRID-335,Test Not Passing: CollectionsResourceIT,nan,2,train
USERGRID-336,Fix ContentTypeResourceIT,nan,1,train
USERGRID-338,Fix OwnershipResourceIT,failing the contextualconnectionownership test everytime. the others pass.,1,train
USERGRID-340,Fix RegistrationIT,nan,1,train
USERGRID-341,Fix BrowserCompatibilityTest,nan,3,train
USERGRID-342,Fix AdminEmailEncodingIT,nan,1,train
USERGRID-343,Fix ApplicationRequestCounterIT,nan,3,train
USERGRID-345,Fix RetrieveUsersTest,nan,1,train
USERGRID-346,Fix MatrixQueryTests,nan,3,train
USERGRID-347,Fix AccessTokenIT,nan,3,train
USERGRID-348,Update ExportResourceIT to new REST test framework,nan,3,train
USERGRID-349,Fix PropertiesResourceIT,nan,3,train
USERGRID-350,Cannot build Android SDK,"i cannot build the android sdk in usergrid 1.0.1.    printouts with buildsdkzip.sh modified with ""u"" and ""e"" options added (""mvn clean install u e""):    ubuntu@ubuntuvirtualbox:/downloads/incubatorusergridmaster/sdks/android$ ./buildreleasezip.sh 0.0.8  [info] error stacktraces are turned on.  [info] scanning for projects...  downloading: http:/repo.maven.apache.org/maven2/org/apache/usergrid/usergrid/1.0.0/usergrid1.0.0.pom  [error] the build could not read 1 project > [help 1]  org.apache.maven.project.projectbuildingexception: some problems were encountered while processing the poms:  [fatal] nonresolvable parent pom: could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http:/repo.maven.apache.org/maven2) and 'parent.relativepath' points at wrong local pom @ line 27, column 10      org.apache.maven.project.defaultprojectbuilder.build(defaultprojectbuilder.java:364)    org.apache.maven.defaultmaven.collectprojects(defaultmaven.java:672)    org.apache.maven.defaultmaven.getprojectsformavenreactor(defaultmaven.java:663)    org.apache.maven.defaultmaven.doexecute(defaultmaven.java:250)    org.apache.maven.defaultmaven.execute(defaultmaven.java:155)    org.apache.maven.cli.mavencli.execute(mavencli.java:584)    org.apache.maven.cli.mavencli.domain(mavencli.java:213)    org.apache.maven.cli.mavencli.main(mavencli.java:157)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:57)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)    java.lang.reflect.method.invoke(method.java:606)    org.codehaus.plexus.classworlds.launcher.launcher.launchenhanced(launcher.java:289)    org.codehaus.plexus.classworlds.launcher.launcher.launch(launcher.java:229)    org.codehaus.plexus.classworlds.launcher.launcher.mainwithexitcode(launcher.java:415)    org.codehaus.plexus.classworlds.launcher.launcher.main(launcher.java:356)  [error]     [error]   the project org.apache.usergrid:usergridandroid:0.0.8 (/home/ubuntu/downloads/incubatorusergridmaster/sdks/android/pom.xml) has 1 error  [error]     nonresolvable parent pom: could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http:/repo.maven.apache.org/maven2) and 'parent.relativepath' points at wrong local pom @ line 27, column 10 > [help 2]  org.apache.maven.model.resolution.unresolvablemodelexception: could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http:/repo.maven.apache.org/maven2)    org.apache.maven.project.projectmodelresolver.resolvemodel(projectmodelresolver.java:159)    org.apache.maven.model.building.defaultmodelbuilder.readparentexternally(defaultmodelbuilder.java:817)    org.apache.maven.model.building.defaultmodelbuilder.readparent(defaultmodelbuilder.java:669)    org.apache.maven.model.building.defaultmodelbuilder.build(defaultmodelbuilder.java:307)    org.apache.maven.project.defaultprojectbuilder.build(defaultprojectbuilder.java:411)    org.apache.maven.project.defaultprojectbuilder.build(defaultprojectbuilder.java:380)    org.apache.maven.project.defaultprojectbuilder.build(defaultprojectbuilder.java:344)    org.apache.maven.defaultmaven.collectprojects(defaultmaven.java:672)    org.apache.maven.defaultmaven.getprojectsformavenreactor(defaultmaven.java:663)    org.apache.maven.defaultmaven.doexecute(defaultmaven.java:250)    org.apache.maven.defaultmaven.execute(defaultmaven.java:155)    org.apache.maven.cli.mavencli.execute(mavencli.java:584)    org.apache.maven.cli.mavencli.domain(mavencli.java:213)    org.apache.maven.cli.mavencli.main(mavencli.java:157)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:57)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)    java.lang.reflect.method.invoke(method.java:606)    org.codehaus.plexus.classworlds.launcher.launcher.launchenhanced(launcher.java:289)    org.codehaus.plexus.classworlds.launcher.launcher.launch(launcher.java:229)    org.codehaus.plexus.classworlds.launcher.launcher.mainwithexitcode(launcher.java:415)    org.codehaus.plexus.classworlds.launcher.launcher.main(launcher.java:356)  caused by: org.eclipse.aether.resolution.artifactresolutionexception: could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http:/repo.maven.apache.org/maven2)    org.eclipse.aether.internal.impl.defaultartifactresolver.resolve(defaultartifactresolver.java:459)    org.eclipse.aether.internal.impl.defaultartifactresolver.resolveartifacts(defaultartifactresolver.java:262)    org.eclipse.aether.internal.impl.defaultartifactresolver.resolveartifact(defaultartifactresolver.java:239)    org.eclipse.aether.internal.impl.defaultrepositorysystem.resolveartifact(defaultrepositorysystem.java:295)    org.apache.maven.project.projectmodelresolver.resolvemodel(projectmodelresolver.java:155)   ... 21 more  caused by: org.eclipse.aether.transfer.artifactnotfoundexception: could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http:/repo.maven.apache.org/maven2)    org.eclipse.aether.connector.wagon.wagonrepositoryconnector$6.wrap(wagonrepositoryconnector.java:1012)    org.eclipse.aether.connector.wagon.wagonrepositoryconnector$6.wrap(wagonrepositoryconnector.java:1004)    org.eclipse.aether.connector.wagon.wagonrepositoryconnector$gettask.run(wagonrepositoryconnector.java:725)    org.eclipse.aether.util.concurrency.runnableerrorforwarder$1.run(runnableerrorforwarder.java:67)    java.util.concurrent.threadpoolexecutor.runworker(threadpoolexecutor.java:1145)    java.util.concurrent.threadpoolexecutor$worker.run(threadpoolexecutor.java:615)    java.lang.thread.run(thread.java:745)  [error]   [error] rerun maven using the x switch to enable full debug logging.  [error]   [error] for more information about the errors and possible solutions, please read the following articles:  [error] [help 1] http:/cwiki.apache.org/confluence/display/maven/projectbuildingexception  [error] [help 2] http:/cwiki.apache.org/confluence/display/maven/unresolvablemodelexception  ubuntu@ubuntuvirtualbox:/downloads/incubatorusergridmaster/sdks/android$         ",3,train
USERGRID-360,Fix ImportIT REST tests,nan,2,train
USERGRID-361,Create REST test for app delete,nan,2,train
USERGRID-371,Ensure that all services that use amazon keys are using the same identifier for those amazon keys.,currently the way notifications looks for access and secret keys is different from the way that export and import services look for keys. this needs to be changed so that we all look for the same name of the keys.,3,train
USERGRID-372,Usergrid ignores the IF HTTP headers,"i want to make sure that i don't override changes by accident, so i want to use the http:/   i expect that the server will give me a 412 (precondition failed) error when the data where changed in the meantime. however nothings happens and the data will been always overridden. there is no way to detect changes, even a check before writing could cause a data loss. that should been fixed imho.  also the http:/ would be great to have, i know that i can do that with the cql too, but a 304 response is faster to detect than a empty result body.",3,train
USERGRID-375,Implement test for resume import,nan,3,train
USERGRID-379,SQS QueueManager implementation,the usergrid queuemanager is pluggable.   we would like to add an sqs implementation.,1,train
USERGRID-380,Cannot delete data with a non admin role,"i have a collection which contains data which cannot been deleted from a regular user.    i setup this set of permissions:  get,put,post,delete:/users/$/  delete:/users/$/entered/day/     insert:  post /org/app/users/foobar/entered/day     delete:  delete /org/app/users/foobar/entered/day/>    i can only post/put/get data which belong to the current user, but i cannot delete the data at all, with the admin role this works fine. i think that is a bug. please check that.    ",3,train
USERGRID-381,3 Change serialization format that is used to store entities in Cassandra,nan,3,train
USERGRID-382,Clean up migration code (move from Core to CP),refactor the data migrations to move from core to core persistence for entity storage ,3,train
USERGRID-383,Create Service integration tests for Import,create service integration tests   error checking     send bad data     check http status codes     check exception codes     ,5,train
USERGRID-384,Get import to work on a distributed system,1. write code and tests 2. test on a distributed system,3,train
USERGRID-385,Change import/export format to support multiple collections,nan,5,train
USERGRID-386,Change the path for getting status for Import job,nan,2,train
USERGRID-387,Migrate Import service tests to rest tests to better emulate end to end testing,migrate relevant importcollectionit and importserviceit tests to the rest tier such that we have better end to end coverage of the system. having all of our integration tests in the service tier means that there is still room for error when we go back up into the rest tier.,3,train
USERGRID-388,Fix Import Resource endpoint to use services to lookup import information,it's not possible to perform standard collection/connection walking from org/app/import endpoints.  fix this using overridden services. ,3,train
USERGRID-390,Issues with paging in the query system need to be addressed by meaningful changes,"a recently discovered bug in searching connections has uncovered some incomplete code in the reducer.  we're currently mixing 2.0 impl with 1.0. i will be removing old unused 1.0 code, as well as refactoring some of our 2.0 code to be easier to maintain.  ",8,train
USERGRID-393,Create Batch Spike for Elastic Search (Todd),nan,3,train
