issuekey,title,description,storypoint,split_mark
XD-56,Switch to use Lettuce driver for Redis,replace the use of jedis with lettuce as it has higher performance,2,train
XD-57,add counter module,nan,1,train
XD-58,build.gradle doesn't handle a small handful of libraries,trying to build spring xd for the first resulted in lots of errors inside sts (i had an empty .m2 repo).,1,train
XD-59,Tuple should support storing nested tuples,"nested tuple structures shoudl be supported,  gettuple(int index), gettuple(string name)",1,train
XD-60,"Saving a metric (Counter, Gauge..) with an existing name should throw an exception","the difference between saving a new metric and updating an existing one needs to be defined.  suggest that if we try to save when an existing counter is already in the database to throw exception, such as dataintegrityviolationexception.",1,train
XD-61,Create distributable artifact that contains server application and start/stop scripts,"the gradle application task should get us most of the way to create a distributable artifact akin to what you see when downloading tomcat/jetty etc.    now there is a launch task    task(launch, dependson: 'classes', type: javaexec)       the same main should be referenced in the application plugin, a task to create a .zip distributable is needed.    ideally would be nice to   1. download .zip  2. unzip  3. cd spring xd/bin  4. xdserver start      and gracefully shutdown later with     5. xdserver stop    i don't know if we can/should bundle redis, i think we should bundle it.    the scripts can be for unix/linux and for windows.      discuss a brew based install as well.  ",8,train
XD-62,Use the tuple data structure to process data in a spring batch step ,do not require a pojo in order to do endtoend processing in a batch step.,5,train
XD-63,Document tuple data structure on XD wiki,nan,2,train
XD-65,Gemfire Sink to update a gemfire cache.,update a gemfire region.,2,train
XD-66,Gauge and Counter hash and equals should not depend on values,"the value is mutable so this causes problems if storing metrics in a hashset, for example.",1,train
XD-67,Submit a brew-based install for Spring XD," host the spring xd distributable zip somewhere that is accessible by external http request.   create brew formula for spring xd install while specifying redis as dependency.    starting up stream server upon successful brew install    couple of questions:   should we name the brew task springxd? (name not taken yet)   should we start the stream server as part of the brew install process?   should we specify redis as a recommended dependency? user can pass in 'brew install springxd without redis' to skip redis installation. by default, 'brew install springxd' will install redis as well.",8,train
XD-68,Export of data from HDFS to a relational database,"based on a single process running a spring batch job, support the etl of data from hdfs to a rdbms",8,train
XD-69,Export of data from HDFS to MongoDB,"based on a single process spring batch job, etl of data from hdfs to mongodb.",5,train
XD-70,Create general structure for AsciiDoc based wiki and Spring XD guide.,"adopt asciidoc as the markdown syntax, useful for generating pdf and more feature rich than standard github flavored markdown.  loosely following the conventions of https:/community.jboss.org/wiki/theholygrailasciidocongithubtodocbooktrain that have generate docbook/pdf docs from the asciidoc wiki.    the asciidoctor project is a key element in the adoption of asciidoc for use as the format in github, it is the rendering engine used by github for asciidoc.  see http:/asciidoctor.org/docs/asciidocwritersguide/ for guidance.    ",2,train
XD-71,Remove UUID from Tuple class or replace with more efficient implementation,the java uuid class is known not to be the fasted implementation available.     see https:/github.com/stephenc/eaio uuid and http:/mvnrepository.com/artifact/com.eaio.uuid/uuid for high perf impls.  ,1,train
XD-72,Provide a http source,stream should be able to ingest data from http ,5,train
XD-73,add test to start/stop stream server,"in additional to existing tests that check for redis connection, we need to add tests that start/stop stream server. ",2,train
XD-74,Create XD module for tail file adapter,nan,1,train
XD-75,Add redis bundle to distribution zip file,for linux and mac,5,train
XD-76,Add gemfire-server application to the distribution zip of the project spring-xd-gemfire-server,nan,1,train
XD-78,"Documentation for ""http | file"" processing",put on the guide as a section in an 'input sources' wiki page.    https:/github.com/springsource/spring xd/wiki/guidegettingstarted    ,1,train
XD-79,End user guide for data streams,"put on the guide as a section in an 'streams' wiki page.    end user focused, no need to mention spring underpinning, impl details.    ",5,train
XD-80,"Documentation for ""http | hdfs"" processing",put on the guide as a section in an 'input stream' wiki page.      ,1,train
XD-81,"Documentation for ""syslog | file"" processing",put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-82,"Documentation for ""tail | file"" processing",put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-83,"Documentation for ""tail | hdfs"" processing",put on the guide as a section in an 'input stream' wiki page.      ,1,train
XD-84,"Documentation for ""http | gemfire"" processing",put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-85,"Documentation for ""gemfirecq | file"" processing",put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-86,"Documentation for ""twittersearch | file"" processing",put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-87,Documentation that introduces taps,put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-88,Documentation for counter taps,put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-89,Documentation for gauge taps,put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-90,Documentation for rich gauge taps,put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-91,Documentation for field value taps,put on the guide as a section in an 'input stream' wiki page.      ,3,train
XD-93,Normalize and refactor component packaging decomposition,"normalize and refactor as needed functionality currently included in    springintegrationcore (localchannelregistry)   springintegrationmodule (module types upon which flow are built)   xdmodule (depend module types common to dirt and spring integration)   springintegration flow (flow specific types, namespace support, etc)",5,train
XD-94,Document The ability to use flows in streams,"test and document e.g. ""http  flow2 | file""",3,train
XD-95,The ability to override default module path for the plugin or an individual flow,"currently modules are assumed to be in classpath:/metainf/spring/integration/module/$.xml. to reuse modules defined with dirt  may require more flexibility.  e.g.,   /",3,train
XD-96,The ability to import beans referenced in the main context into a module,this should be a core feature of any spring based module. the plugin should be able to import explicitly referenced beans. this minimizes potential side effects of making the module a child context and is simpler than declaring a shared context (parent) of the application and the module. provide namespace support for flow:,3,train
XD-97,The ability to route within streams,"a flow or a processor component may require routing semantics. currently the stream assumes a single input and output for each module. a flow may support multiple outputs  switch routing that is  recipient list is not currently supported (another subtask?). we need to support semantics like:  a |[output.foo:c,output.bar:d,default:e]",8,train
XD-98,Documentation on the module system and how to contribute new modules,for people who are familiar with spring/spring integration provide documents that show how to add additional input sources/sinks.,3,train
XD-99,Sonar build is failing,https:/build.springsource.org/browse/xdsonar34    caused by: java.lang.classnotfoundexception: org.sonar.api.plugin          at org.codehaus.plexus.classworlds.strategy.selffirststrategy.loadclass(selffirststrategy.java:50)          at org.codehaus.plexus.classworlds.realm.classrealm.loadclass(classrealm.java:244)          at org.codehaus.plexus.classworlds.realm.classrealm.loadclass(classrealm.java:230)          ... 94 more,1,train
XD-100,Rename Tuple class in spring-xd-tuple,"the tuple classes in reactor follow the more traditional data structure concept of tuples, an immutable fixed length sequence of values where each value can have different types.  they are ordered and can often be access by index.    an example in a static language is the tuple class found in .net http:/msdn.microsoft.com/enus/library/system.tuple.aspx or in scala http:/    using this standard definition of a tuple, they do not support named values.  there is also a different tuple class instance for each length, e.g. tuple/, tuple/.    the tuple class in xd is more like a record or named tuple.     python has a named tuple concept  http:/docs.python.org/2/library/collections.html#collections.namedtuple    and http:/stackoverflow.com/questions/1490413/languagesthatallownamedtuples shows that other languages use the term 'record' for a 'named tuple'   haskell, standard ml, ocaml, and f#.    http:/en.wikibooks.org/wiki/fsharpprogramming/tuplesandrecords#definingrecords    so boiling it all down, to avoid conflicts of names, and also to open up the possibility of using reactor tuples as keys (instead of strings for names), we should change the name to either namedtuple or record.  atm, there is no direct relationship between reactor's tuple and namedtuple (such as inheritance) and so probably record is the way to go.      ",2,train
XD-101,Add gradle tasks that build and bundle the redis server,nan,2,train
XD-102,Create XDContainer class to start stream server,"provide optional command line arg to embed the container launcher, aka  xdadmin server.    xdcontainer.sh embeddadmin",1,train
XD-103,Create XDAdmin server to start container launcher,"this will launch the rediscontainerlauncher, in future will be able to select from a variety of middleware options.",1,train
XD-104,Add README to be included in root directory of distribution,should explain basic layout of the distribution,1,train
XD-105,Add LICENSE to be included in root directory of distribution,should contain apache licence,1,train
XD-106,Container server does not log a message that it has started or stopped successfully,"$ ./xd container  processing module 'module [name=file, type=sink]' from group 'tailtest' with index: 1 processing module 'module [name=tail, type=source]' from group 'tailtest' with index: 0   logging of 'processing module' should have log level, time..",1,train
XD-107,Clean shutdown of redis in xd-admin,"a ctrlc of xdadmin results in exception messages about disconnecting from redis.  14:16:07,327 error taskscheduler1 handler.logginghandler:136   org.springframework.data.redis.redissystemexception: redis command interrupted; nested exception is com.lambdaworks.redis.rediscommandinterruptedexception: command interrupted ",2,train
XD-108,Build script should not package 'spring-xd-dirt' scripts ,"we are packaging separate scripts to start xdadmin and xdcontainer.  the gradle application plugin will generate an unwanted 'springxddirt' scripts, this should be removed from the bin directory when creating a distribution zip.",1,train
XD-109,Documentation for starting Spring XD servers,nan,1,train
XD-110,"Remove use of system property xd.home to define location for install location, rely on environment variable XD_HOME",this is in the adminmain and containermain.      can get the environment property directly in java code unless provided explicitly on the command line using xdhomedir.,1,train
XD-111,Create final distribution zip across multiple projects,"the final directory structure should look like    /xd  /redis  /gemfire    inside the xd directory     /xd/bin  which has xdcontainer and xdadmin scripts  /xd/lib    inside the gemfire directory  /gemfire/bin  has the gemfireserver script  /gemfire/lib     inside the redis directory is     /redis/redislatestv.x.y.z.tar  /redis/readme  /readis/installredis   script that does the basic 4 commands to install redis.      there should be a gradle task that runs after the distzip task, that will take the contents of different project directories, script diretories and 'redis binary' directories and creates the final layout for the distribution.",5,train
XD-112,Update XD to Use SI 3.0.0.M2,nan,1,train
XD-114,Add install script for Redis,"this assumes the redis source tar is available under $rootdir/redis/redis2.6.13.tar.gz    the install script does the following:     check the platform os & arch    unzip the tar, compile the sources",2,train
XD-115,add SpEL 'transform' processor,it should provide an 'expression' param for spel and have a default pass thru of the payload.,1,train
XD-116,add SpEL 'filter' processor,it should provide an 'expression' param for spel and have a default value of true (accept everything).,1,train
XD-117,add spring-integration-groovy to container dependencies,this will enable the use of groovy scripts within modules.,1,train
XD-118,replace testsource with time and testsink with log,"this should facilitate testing while avoiding any class dependencies. also, log is a generally useful sink by itself and time is a more interesting source for testing (should accept interval for the seconds between time messages).",1,train
XD-119,HDFS sink should default to hdfs://localhost:8020,the current default is hdfs:/localhost:9000 but most new distributions/installs use 8020,1,train
XD-120,Find and eliminate package-level cycles across XD projects,nan,3,train
XD-121,Add pre-compiled redis distributions for the selective OS platforms,nan,10,train
XD-122,XD scripts need to have spring-integration milestone versions updated,"springintegration version is changed to 3.0.0.m2 and since we manually create the xd scripts, they still point to the 3.0.0.buildsnapshot version.  as discussed, we also need to have a better strategy on updating the lib directory inside the xd scripts.",2,train
XD-123,XD scripts lib path needs to be dynamic,"we currently have the manually created xd scripts. this makes it difficult to maintain as the lib path is error prone with the changes. we need to make sure that the properties such as lib path etc., are dynamically updated.",3,train
XD-124,Clean shutdown of redis in xd-container,"need to shutdown cleanly, no exception messages are shown.  order of components in the stream should be shut down from 'first to last'  (opposite of creation)",2,train
XD-125,Stream documentation review,nan,2,train
XD-126,"Documentation for sources, sinks, modules should define which attributes are required and which optional","this will eventually be supplied by the admin server, but for now write it up by hand in the documentation",2,train
XD-127,Create TCP source module,based off si tcp inbound adapter.  this will allow for event forwarding that can select among the existing si serialized/deserializer options. ,3,train
XD-128,Create TCP sink module,based off si tcp inbound adapter.  this will allow for event fowarding.,3,train
XD-129,Documenation for building/starting redis servers,nan,2,train
XD-130,Remove container entry in Redis when the application context event to shutdown the container is fired,nan,3,train
XD-131,Upgrade Lettuce to 2.3.2,nan,2,train
XD-132,Profile support for modules,"to allow for groups of beans to be defined or not in the container that runs a module.    when deploying a stream (e.g. via the rest api), it should be possible to also provide profile names. then those would apply to any modules within that particular stream deployment.",8,train
XD-133,Fail Sonar CI build if there are any package tangles violated.,similar to what would show up on structure101 reports.,1,train
XD-134,Investigate link checking tool for user guide,asciidoc/doctor might have one as part of it toolchain,2,train
XD-135,Documentation on XD Architecture,"show overall flow of data in a stream, the server components 'admin' and 'container'.  how modules are deployed.",4,train
XD-136,Documentation that points on how to install hadoop,pointers to other documentation on how to install hadoop. ,3,train
XD-137,Release Spring XD 1.0 M1,nan,5,train
XD-138,Prepare blog post for M1,nan,5,train
XD-139,Update README.txt to include instructions on how to build,"building xd should not be part of the out first out of the box experience, but we should include some instructions on what targets are available, such as distxd.",2,train
XD-140,Parameterize syslog Source; Add Support for TCP,the syslog source currently is hard coded to use udp on port 11111.    need to parameterize the port and provide an option to use tcp.,2,train
XD-141,install-redis script should not use relative path to determine redis source dist,"currently, the install redis script uses relative path to determine redis source  dist file. since this is error prone, we need to fix it.",1,train
XD-142,StreamServer Context Lifecycle Issues,the moduledeployer calls getbeansoftype before the context has had its propertysourcesplaceholderconfigurer attached. this can cause issues with factorybean s with placeholders in constructor args because the unresolved placeholder is used when the factorybean is pre instantiated to determine the type of object it will serve up.,8,train
XD-143,Create externalized property file to support connectivity to redis,we need to have an externalized property file(under xd/conf/) for the xd container & admin scripts to use as options. ,3,train
XD-147,Remove use of application plugin for redis project,currently redis project uses application plugin to bundle distribution. this also includes 'java plugin' which causes java specific build behavior on this project. we should try removing the use of application plugin and use something similar or custom tasks that does the bundling. ,2,train
XD-148,Improve User Experience when Redis is not running,"redis is not running we get a nasty stacktrace:      ~/dev/git/springxd/dist/springxd/xd/bin (master)] ➔ ./xdcontainer   13/05/29 16:17:15 info support.classpathxmlapplicationcontext: refreshing org.springframework.context.support.classpathxmlapplicationcontext@851052d: startup date [wed may 29 16:17:15 edt 2013]; root of context hierarchy  13/05/29 16:17:16 info xml.xmlbeandefinitionreader: loading xml bean definitions from class path resource [metainf/spring/launcher.xml]  13/05/29 16:17:16 info xml.xmlbeandefinitionreader: loading xml bean definitions from class path resource [metainf/spring/redis.xml]  13/05/29 16:17:17 info support.defaultlistablebeanfactory: preinstantiating singletons in org.springframework.beans.factory.support.defaultlistablebeanfactory@4934ce4a: defining beans [org.springframework.context.support.propertysourcesplaceholderconfigurer#0,redisconnectionfactory,org.springframework.xd.dirt.launcher.rediscontainerlauncher#0]; root of factory hierarchy  13/05/29 16:17:17 info support.defaultlistablebeanfactory: destroying singletons in org.springframework.beans.factory.support.defaultlistablebeanfactory@4934ce4a: defining beans [org.springframework.context.support.propertysourcesplaceholderconfigurer#0,redisconnectionfactory,org.springframework.xd.dirt.launcher.rediscontainerlauncher#0]; root of factory hierarchy  exception in thread ""main"" org.springframework.beans.factory.beancreationexception: error creating bean with name 'redisconnectionfactory' defined in class path resource [meta inf/spring/redis.xml]: invocation of init method failed; nested exception is com.lambdaworks.redis.redisexception: unable to connect    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.initializebean(abstractautowirecapablebeanfactory.java:1488)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.docreatebean(abstractautowirecapablebeanfactory.java:524)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbean(abstractautowirecapablebeanfactory.java:461)    org.springframework.beans.factory.support.abstractbeanfactory$1.getobject(abstractbeanfactory.java:295)    org.springframework.beans.factory.support.defaultsingletonbeanregistry.getsingleton(defaultsingletonbeanregistry.java:223)    org.springframework.beans.factory.support.abstractbeanfactory.dogetbean(abstractbeanfactory.java:292)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:194)    org.springframework.beans.factory.support.defaultlistablebeanfactory.preinstantiatesingletons(defaultlistablebeanfactory.java:626)    org.springframework.context.support.abstractapplicationcontext.finishbeanfactoryinitialization(abstractapplicationcontext.java:932)    org.springframework.context.support.abstractapplicationcontext.refresh(abstractapplicationcontext.java:479)    org.springframework.context.support.classpathxmlapplicationcontext./(classpathxmlapplicationcontext.java:139)    org.springframework.context.support.classpathxmlapplicationcontext./(classpathxmlapplicationcontext.java:83)    org.springframework.xd.dirt.launcher.rediscontainerlauncher.main(rediscontainerlauncher.java:68)    org.springframework.xd.containermain.main(containermain.java:68)  caused by: com.lambdaworks.redis.redisexception: unable to connect    com.lambdaworks.redis.redisclient.connect(redisclient.java:176)    com.lambdaworks.redis.redisclient.connectasync(redisclient.java:139)    org.springframework.data.redis.connection.lettuce.lettuceconnectionfactory.initconnection(lettuceconnectionfactory.java:108)    org.springframework.data.redis.connection.lettuce.lettuceconnectionfactory.afterpropertiesset(lettuceconnectionfactory.java:86)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.invokeinitmethods(abstractautowirecapablebeanfactory.java:1547)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.initializebean(abstractautowirecapablebeanfactory.java:1485)   ... 13 more  caused by: java.net.connectexception: connection refused: localhost/127.0.0.1:6379    sun.nio.ch.socketchannelimpl.checkconnect(native method)    sun.nio.ch.socketchannelimpl.finishconnect(socketchannelimpl.java:599)    org.jboss.netty.channel.socket.nio.nioclientboss.connect(nioclientboss.java:150)    org.jboss.netty.channel.socket.nio.nioclientboss.processselectedkeys(nioclientboss.java:105)    org.jboss.netty.channel.socket.nio.nioclientboss.process(nioclientboss.java:79)    org.jboss.netty.channel.socket.nio.abstractnioselector.run(abstractnioselector.java:312)    org.jboss.netty.channel.socket.nio.nioclientboss.run(nioclientboss.java:42)    java.util.concurrent.threadpoolexecutor$worker.runtask(threadpoolexecutor.java:895)    java.util.concurrent.threadpoolexecutor$worker.run(threadpoolexecutor.java:918)    java.lang.thread.run(thread.java:680)      i think it would be helpful to provide users with some helpful advice e.g.:    redis does not seem to be running at 'localhost/127.0.0.1:6379'. did you start or install redis? please see for further help http:/foo/bar      ",2,train
XD-149,Create asciidoc toolchain script to create a 'toc2' style html output,"publishing an html version of the guide that uses the 'toc2' style format, table of contents on the left.    looks like a 'stylesheet factory' http:/asciidoctor.org/docs/producecustomthemesusingasciidoctorstylesheetfactory/  needs to be installed.    from the theme showcase, http:/themes.asciidoctor.org/preview/, the 'golo' theme has a toc2 style.    in the root of the git repo for the wiki is a build.gradle file that uses the asciidoctor gradle plugin, but it doesn't support using a single file with import as input. (see see https:/github.com/asciidoctor/asciidoctorgradleplugin/issues/15 )    the mvn plugin does support this, so maybe using mvn is an option or just a bash script.",4,train
XD-150,Publish Spring XD final distribution zip as part of Bamboo artifactory plugin,"currently, bamboo's gradle artifactory plugin has the artifacts configured to projects target(build) directory 'archives'. we need to have a way to set the final distribution archive as one of the gradle 'configurations' in our build.gradle and refer it inside bamboo artifacts.",2,train
XD-151,Add Redis binaries for Windows,"presently, spring xd does not ship windows binaries for redis. however, microsoft is actively working [1] on supporting redis on windows. you can download windows redis binaries from:    https:/github.com/msopentech/redis/tree/2.6/bin/release     [1] http:/blogs.msdn.com/b/interoperability/archive/2013/04/22/redisonwindowsstableand reliable.aspx",2,train
XD-152,Create rich gauge module,spring config for rich gauge plus message handler to coerce a numeric or string payload to a double.,5,train
XD-153,create a gauge module,spring config for simple gauge plus message handler to process message. there is some code common to richgaugehandler to coerce the payload to a double that should be refactored for reuse.,5,train
XD-154,Provided console output of started server,"shouldn't we have something like a contextrefreshedevent listener and output some informational messages to the console, so the user knows the container is up (which contexts. maybe even print a link to the docs))? maybe even some simple ascii art (for demos)? right now it looks somewhat barren.    redis provides something similar.    this may even go hand in hand to provided a better configuration model (storing common config parameters centrally)                                              /  (                \ v /      \ \ ' ' \ / `        (  / . \ / /                             / /   extreme data    using redis at localhost:6379      the server (pid: 12345) is now ready on http:/myserver:123/streams    documentation: https:/github.com/springsource/spring xd/wiki           ",2,train
XD-155,Add a groovy script processor module,a processor module that accepts either the location of a groovy script resource or an inline script (string). also some discussion about a default classpath location for scripts. ,5,train
XD-156,Create config support for Redis,we would like to have redis driven from a config property file under xd_home.,2,train
XD-157,Verify use of JMX managed bean to shutdown cleanly the xd-admin and xd-container servers,in both cases there are multiple application contexts that can be running in the process.  the jmx managed bean should call 'close' on those application contexts.  the more detailed lifecycle of cleanly shutting down components within those application contexts is another story.,4,train
XD-158,Expose shutdown operation over http,this will allow for a simple way to shutdown the server via an http call.  support for security is a separate story. the end goal is to have some shell scripts distributed that can issue http requests to shutdown the xdadmin and xdcontainer servers.    the newest version of jolokia has the ability to boostrap itself inside an application context vs. requiring a java agent.  i suspect using the application context approach will provide us with more flexibility (e.g. property replacement etc) but not sure.,4,train
XD-159,Parameter parsing does not work if an argument contains '--'.,"parameter parsing does not work if an argument contains ''.    for example:      ...  transform expression=payload  transform expression=new stringbuilder(payload).reverse()  transform expression='new stringbuilder(payload).reverse()' |      i think we need to tokenize the argument (with ' if contains spaces) and remove any surrounding '...' from the result. this means if someone wants a spel literal they would have to use something like     expression=''hello, world!''    resulting in a spel literal 'hello, world!'",1,train
XD-160,Publish golo themed docs documentation to static.springsource.org as part of nightly build,"the wiki repo contains a script, gen docs.sh, that we are planning to use to generate a pretty html version of the getting started guide.     we should consider using maven (or gradle, but there is currently an issue documented in build.gradle) to generate this and other reference docs and publish them automatically as part of a nightly build.",3,train
XD-161,Add HTTP Delete Stream Operation,nan,5,train
XD-162,Create design document for implementation strategy to support message conversion in ChannelRegistry,"the conversion should be based on contenttype headers, similar to the way spring's httpmessageconverters work (with mime types).    also, the map of available converters should be extensible while including the most common defaults (for json, xml, etc). we most likely want to add a few of our own content types also (e.g. for tuples).    most likely, this logic and the configuration methods for extending the converter map, belong in abstractchannelregistry since it should be common across all implementations (i.e. the logic should be the same regardless of the transport used afterserialization/before deserialization).",5,train
XD-163,Enable grouping of modules for co-located deployment,example:      a  c) | d      ...where b and c modules are deployed together as a composite module.    there are 2 options (maybe more) for how we could handle that. one would be defining a compositemodule type that simply bridges the channels (b's output to c's input in this example). the second option would be to deploy those together on the same node as modules but using the localchannelregistry between them.  ,12,train
XD-164,Validate processing modules declare the required channels,"validate that modules have required channels declared according to their type.  currently the stream deployer accepts processors with no input, but the stream doesn't complete. we should fail earlier and more loudly.",2,train
XD-165,xd-container and xd-admin should log to a file out of the box,we should have an externally editable log4j config file in a conf dir and the default should log to a file (presumably in a logs dir),2,train
XD-166,Create config support based on channel registry type,"we need to have the xd container & admin reading the registry specific property based on the registry type selected.   from mark f, on one of the code review comments:  maybe rather than having redis, rabbit, etc. properties all within a container.properties we should rely upon naming conventions instead. specifically, we could have a single configurable property for the type of channel registry (""redis"", ""rabbit"", or ""local"" being possible values), and then we could use something like:  /  /",3,train
XD-167,Script to generate reference documentation from wiki and include in .zip distribution,nan,5,train
XD-168,Decide on location to host http reference documentation and automate upload in build scripts,nan,4,train
XD-169,XD should run offline,trying to run xd offline results in an error in redis.xml because the cloudfoundry schema file is missing.  we need to add the cf runtime jar to the classpath to resolve this.,2,train
XD-170,Home wiki page improvements,"add more structure, more easily find the reference guide.  the style that is here  https:/github.com/snowplow/snowplow/wiki is nice. ",2,train
XD-171,Create project home page for SpringXD on springsource.org/spring-xd,a minimal project page of a 'top level project' page that has basic information of docs and links to the github wiki page.   no need to list maven coordinates.,4,train
XD-172,Create links to SpringXD on other pages of springsource.org site,bottom home page  list of projects  data/integration category landing pages  related projects.  ,4,train
XD-173,Document how to create a custom input/output module for existing SI channel adapters,"document how to take an existing input/output channel adapters in spring integration and add them as a xd source/sink module.    should be as end user focused, step by step guide as possible.    consider including a getting started gradle/pom.xml ",6,train
XD-174,Document how to create a custom processor module.,the use case is to write custom code that does processing on a specific domain class (perhaps from twitter adapter) or a tuple.  need to package up this code so that it can be used inside xd.  ,4,train
XD-175,Create and document a syslog aggregation example,2 3 containers (separate processes) that the stream: syslog  severityfilter | hdfs              ,8,train
XD-176,Support exponential moving average in RichGauge ,"this could easily be supported in the existing gauge by adding a setalpha method to richgaugeservice and adding the extra parameter ""alpha"" to the gauge data (https:/en.wikipedia.org/wiki/exponentialmovingaverage). if not set it would default to the current behaviour (simple mean), otherwise it would calculate the exponential moving average in place of the mean.",2,train
XD-177,Easily switch between a single process that performs all admin and processing tasks to one that has a dedicated admin processes and distributed processing containers.,nan,13,train
XD-178,DefaultContainer should have a default constructor that generates a UUID,the current incrementandget approach based off redis will not easily be applicable in local model deployment,1,train
XD-179,"Have three startup scripts, xd-singlenode, xd-admin, and xd-container",the xdsinglenode script will launch a main application that creates both the admin node (to process http admin requests) and the container node (to execute modules for data processing) within in the same process     the xdadmin script will launch a main application that creates only the admin node (remove current embeddedcontainer options)    the xd container script will launch a main application that creates only the container node (as it is now),1,train
XD-180,"The command line for xd-admin and xd-container to support an additional option, pipeProtocol, that is used to determine the middleware for sending admin requests and data between processing steps","the name 'pipeprotocol' is tentative.      1. the command line scripts for xdadmin and xdcontainer would support a pipeprotocol option, with the default being to use redis.  (otherwise use xdsinglenode).  2. the xdadmin and xd container scripts will use the value of pipeprotocol to set the java system property xd.pipeprotocol when launching the app.  ",1,train
