issuekey,title,description,storypoint,split_mark
TIMOB-2527,Android: App launch/build problem if ampersand in home folder name (windows),"http:/developer.appcelerator.com/question/86611/ampersandinuserpathpreventscreationofavdwindowsvista    the user folder (c:\users...) for my profile contains an ampersand (c:\users\tom&amp;jerry\  real names hidden). this is preventing titanium from creating the android avds needed to test apps, giving the following error:    [trace] error: 'c:\users\tom' is not recognized as a valid sdcard value. it looks like the command that creates the avd is stripping away part of the string when it tries  to create an avd. i've manage to track down a function 'create_avd' in 1.4.0/android/builder.py which i think may be the culprit, but i'm not sure where to go from there. the sdcard has been created, so the problem must be after that point.    there are a multitude of methods for renaming the user folder, none of which are straight forward (registry edits, etc.). i'm hoping someone can tell me a way of making titanium function with this, albeit rare and idiotic, usage case.    does anyone have any suggestions?",5,train
TIMOB-2646,Android: Support passing customized launch params to Android emulator,"developers would like to have the ability to add custom launch parameters to the android emulator such as setting a http proxy.      here is one example of the parameters they would like to be able to include:      # start the emulator          emulatorcmd = [              self.sdk.getemulator(),              'avd',              avd_name,              'port',              '5560',              'sdcard',              self.sdcard,              'logcat',              ""':d '"",              'nobootanim',  #           'httpproxy',  #           'http:/127.0.0.1:8888',              'partitionsize',              '128' # in between nexusone and droid          ]      reference hd tickets:   http:/appc.me/c/app364571  http:/appc.me/c/eph39417198",3,train
TIMOB-2653,"Android: Complex/autogenerated remote image URLs fail, whereas simple URLs succeed","problem    a complex url to an image, used in an imageview do not render.    the issues is not present in 1.4.3 (21nov).      test case    the following code will cause an exception:    );  window.add(graph);  window.open();      when the commented/uncommented image lines are toggled, the app works without a problem.    logs    {code:lang=nonedefjkl&amp;chdlp=b&amp;chf=c,s,ffffff15%10%abcghibg,s,ffffff&amp;chl=36%12%26%&amp;chs=288x150    455           tiuiimageview  e    java.net.uri$helper.validatequery(uri.java:458)    455           tiuiimageview  e    java.net.uri$helper.parseuri(uri.java:360)    455           tiuiimageview  e    java.net.uri$helper.access$100(uri.java:302)    455           tiuiimageview  e    java.net.uri./(uri.java:87)    455           tiuiimageview  e    ti.modules.titanium.ui.widget.tiuiimageview.setimage(tiuiimageview.java:715)    455           tiuiimageview  e    ti.modules.titanium.ui.widget.tiuiimageview.processproperties(tiuiimageview.java:849)    455           tiuiimageview  e    org.appcelerator.kroll.krollproxy.setmodellistener(krollproxy.java:641)    455           tiuiimageview  e    org.appcelerator.titanium.proxy.tiviewproxy.realizeviews(tiviewproxy.java:464)    455           tiuiimageview  e    org.appcelerator.titanium.proxy.tiviewproxy.handlegetview(tiviewproxy.java:456)    455           tiuiimageview  e    org.appcelerator.titanium.proxy.tiviewproxy.getorcreateview(tiviewproxy.java:434)    455           tiuiimageview  e    org.appcelerator.titanium.proxy.tiviewproxy.handleadd(tiviewproxy.java:538)    455           tiuiimageview  e    org.appcelerator.titanium.proxy.tiviewproxy.handlemessage(tiviewproxy.java:271)    455           tiuiimageview  e    android.os.handler.dispatchmessage(handler.java:95)    455           tiuiimageview  e    org.appcelerator.kroll.common.timessenger.dispatchmessage(timessenger.java:318)    455           tiuiimageview  e    org.appcelerator.kroll.common.timessenger.dispatchpendingmessages(timessenger.java:303)    455           tiuiimageview  e    org.appcelerator.kroll.common.timessenger$2.getresult(timessenger.java:188)    455           tiuiimageview  e    org.appcelerator.kroll.common.timessenger.sendblockingmessage(timessenger.java:215)    455           tiuiimageview  e    org.appcelerator.kroll.common.timessenger.sendblockingruntimemessage(timessenger.java:143)    455           tiuiimageview  e    org.appcelerator.kroll.krollproxy.firesyncevent(krollproxy.java:417)    455           tiuiimageview  e    org.appcelerator.titanium.tibaseactivity.oncreate(tibaseactivity.java:344)    455           tiuiimageview  e    org.appcelerator.titanium.tilaunchactivity.oncreate(tilaunchactivity.java:117)    455           tiuiimageview  e    org.appcelerator.titanium.tirootactivity.oncreate(tirootactivity.java:46)    455           tiuiimageview  e    android.app.instrumentation.callactivityoncreate(instrumentation.java:1047)    455           tiuiimageview  e    android.app.activitythread.performlaunchactivity(activitythread.java:2627)    455           tiuiimageview  e    android.app.activitythread.handlelaunchactivity(activitythread.java:2679)    455           tiuiimageview  e    android.app.activitythread.access$2300(activitythread.java:125)    455           tiuiimageview  e    android.app.activitythread$h.handlemessage(activitythread.java:2033)    455           tiuiimageview  e    android.os.handler.dispatchmessage(handler.java:99)    455           tiuiimageview  e    android.os.looper.loop(looper.java:123)    455           tiuiimageview  e    android.app.activitythread.main(activitythread.java:4627)    455           tiuiimageview  e    java.lang.reflect.method.invokenative(native method)    455           tiuiimageview  e    java.lang.reflect.method.invoke(method.java:521)    455           tiuiimageview  e    com.android.internal.os.zygoteinit$methodandargscaller.run(zygoteinit.java:868)    455           tiuiimageview  e    com.android.internal.os.zygoteinit.main(zygoteinit.java:626)    455           tiuiimageview  e    dalvik.system.nativestart.main(native method)    455     tidrawablereference  e  (main) [123,1847 problem opening stream with url http:/chart.apis.google.com/chart?chco=666666,555555,444444,333333,222222&amp;cht=p&amp;chd=t:36,15,12,10,26&amp;chdl=xy                                    zdefjkl&amp;chdlp=b&amp;chf=c,s,ffffff15%10%abcghibg,s,ffffff&amp;chl=36%12%26%&amp;chs=288x150    455     tidrawablereference  e  java.io.filenotfoundexception: http:/chart.apis.google.com/chart?chco=666666,555555,444444,333333,222222&amp;cht=p&amp;chd=t:36,15,12,10,26&amp;chdl=xyzdefjkl&a                                    mp;chdlp=b&amp;chf=c,s,ffffff15%10%defjkl&amp;chdlp=b&amp;chf=c,s,ffffff15%10%abcghibg,s,ffffff&amp;chl=36%12%26%&amp;chs=288x150    455     tidrawablereference  e  java.io.filenotfoundexception: http:/chart.apis.google.com/chart?chco=666666,555555,444444,333333,222222&amp;cht=p&amp;chd=t:36,15,12,10,26&amp;chdl=xyzdefjkl&a                                    mp;chdlp=b&amp;chf=c,s,ffffff15%10%abcghibg,s,ffffff&amp;chl=36%12%26%&amp;chs=288x150    455           tiuiimageview  e  java.net.urisyntaxexception: illegal character in query at index 122: http:/chart.apis.google.com/chart?chco=666666,555555,444444,333333,222222&amp;cht=p&amp;chd=t:36,15,                                    12,10,26&amp;chdl=xyzdefjkl&amp;chdlp=b&amp;chf=c,s,ffffff15%10%|26%&amp;chs=288x150    455           tiuiimageview  e    java.net.uri$helper.validatequery(uri.java:458)    455           tiuiimageview  e    java.net.uri$helper.parseuri(uri.java:360)    455           tiuiimageview  e    java.net.uri$helper.access$100(uri.java:302)    455           tiuiimageview  e    java.net.uri./(uri.java:87)    455           tiuiimageview  e    ti.modules.titanium.ui.widget.tiuiimageview.setimage(tiuiimageview.java:715)    455           tiuiimageview  e    ti.modules.titanium.ui.widget.tiuiimageview.access$500(tiuiimageview.java:53)    455           tiuiimageview  e    ti.modules.titanium.ui.widget.tiuiimageview$3.run(tiuiimageview.java:771)    455           tiuiimageview  e    android.os.handler.handlecallback(handler.java:587)    455           tiuiimageview  e    android.os.handler.dispatchmessage(handler.java:92)    455           tiuiimageview  e    android.os.looper.loop(looper.java:123)    455           tiuiimageview  e    android.app.activitythread.main(activitythread.java:4627)    455           tiuiimageview  e    java.lang.reflect.method.invokenative(native method)    455           tiuiimageview  e    java.lang.reflect.method.invoke(method.java:521)    455   ...",3,train
TIMOB-2662,"android SDK > 1.5.0 ""Compiling Javascript Resources"" each time","with sdk older than 1.5.0, when ti developer ""launch"" button is clicked, application is immediately displaying in the emulator:      [info] building test for android ... one moment  [info] copying project resources..  [info] tiapp.xml unchanged, skipping class generation  [info] manifest unchanged, skipping java build  [info] re launching application ... test   [info] relaunched test ... application should be running.      with 1.5.0 & 1.5.1 each time i get a ""compiling android resources"":      [info] building test for android ... one moment  [info] titanium sdk version: 1.5.1 (12/16/10 16:25 16bbb92)  [info] copying project resources..  [info] tiapp.xml unchanged, skipping class generation  [info] compiling javascript resources ...  [info] compiling android resources... this could take some time  ",3,train
TIMOB-2705,"App names containing ""Titanium"" break the iPhone build","/if the (casesensitive) string ""titanium"" appears is used in a project name, the xcode project files ( .pbxproj) get mangled and can't be built from the titanium developer gui./ /i can reproduce this reliably with the following versions:/ titanium developer 1.2.2/ titanium mobile sdk 1.1.0/ mac os x 10.6.5/ xcode 3.2.3/ /details for reproducing:/ /when i create a new mobile project from titanium developer, called ""hello titanium"", building the app throws an error because the named xcode target doesn't exist. (i found that in /build/iphone/build/build.log/)/ /$ xcodebuild list/ / /information about project ""hello titanium"": targets:     hello hellotitanium (active)     hello hellotitanium ipad  build configurations:     debug (active)     release  if no build configuration is specified ""release"" is used./ / /these cases also fail:/ / /""hello2titanium"" =&gt; ""hello2hello2titanium""/ /""hello4titanium"" =&gt; ""hello4hello4titanium""/ /""titanium7hello"" =&gt; ""titanium7hello7hello""/ /""hello8titanium8hello"" =&gt; ""hello8hello8titanium8hello8hello""/ /""welcome titanium howdy"" =&gt; ""welcome welcometitaniumhowdy howdy""/ / /but these cases are just fine:/ / /""hello5titanius"" =&gt; ""hello5titanius""/ /""some titanium in lowercase"" =&gt; ""some titanium in lowercase""/ /",1,train
TIMOB-2733,Android: Getting Error at Rebuilding after changing tiapp.xml.,"hi, i am developing android application using titanium. earlier i was using titanium.platform.displaycaps.platformheight and i tried solution provided here:    http:/developer.appcelerator.com/question/91631/titaniumplatformdisplaycapsplatformheightruntimeerror    now i am getting following error      [info] detected tiapp.xml change, forcing full re build...     [error] error in compiler. /,  [errno 13] permission denied: 'd:testtestappbuildandroidbinassetsresourcesthumbs.db';  traceback   (most recent call last):       file ""c:\documents and settings\all users\application data\titanium\mobilesdk\win32\1.5.1\android\builder.py"", line 1548, in /  s.buildandrun(false,avdid)      file ""c:\documents and settings\all users\application data\titanium\mobilesdk\win32\1.5.1\android\builder.py"", line 1296, in buildandrun  self.copyprojectresources()    file ""c:\documents and settings\all users\application data\titanium\mobilesdk\win32\1.5.1\android\builder.py"", line 549, in copyproject_resources  shutil.copy(path, dest)     file ""c:\documents and settings\all users\application data\titanium\modules\win32\python\1.0.0\lib\shutil.py"", line 85, in copy      copyfile(src, dst)       file ""c:\documents and settings\all users\application data\titanium\modules\win32\python\1.0.0\lib\shutil.py"", line 52, in copyfile      fdst = open(dst, 'wb')  ioerror: [errno 13] permission denied: 'd:testtestappbuildandroidbinassetsresourcesthumbs.db'      suggest something asap.  regards, rahul",3,train
TIMOB-2760,need to be able to ref adb from either /tools or /platform-tools subdir,/as it stands users have to make a symlink in /tools to  /platform tools/adb/,3,train
TIMOB-2782,Android: Generate a Proguard configuration based on API usage,"this will decrease the final apk size, improve performance, and further obfuscate bytecode.    more info here: http:/developer.android.com/tools/help/proguard.html",3,train
TIMOB-2801,iOS: HTTPClient intermittently errors on HTTPS requests,"/problem/  /the httpclient errors intermittently (around half the time) when  making an https request. the following error message is sent:/  /  /error domain=asihttprequesterrordomain code=1 ""a connection failure occurred"" userinfo=0xb236b70 /  /  /tested on/  /all platforms tested with clean builds from both titanium mobile  1.5.1 and 1.6.0 (pulled january 8th, 2011)./  broken on iphone simulator 4.2/  broken on ipod touch 4.2/  works on android simulator 2.2/  works in browser (hitting the url)  /  /sample code/  /  /var win = titanium.ui.createwindow();  var statuslabel = titanium.ui.createtextarea();  win.add(statuslabel);    function runrequest() ;      xhr.onerror = function (e) ;      statuslabel.value = 'waiting for response...';      xhr.open('get', 'https:/acomsx1.cos.agilent.com/queryopennotificationscount');      xhr.send();  }    var refresh = ti.ui.createbutton();  refresh.addeventlistener('click', runrequest);  win.add(refresh);    win.open();    runrequest();/  /  /associated helpdesk ticket/  /http:/developer.appcelerator.com/helpdesk/view/64561/",2,train
TIMOB-2908,iOS: Switch - Disable animation on init and allow developer to disable for setValue,"when loading a switch with a value set to 'true' the switch shows an animation going from 'off' to 'on'.    users would like a property added to the switch object of 'animate' as a boolean value, to turn off the animation on load if the value of the switch is preset to true.    reference ticket: http:/developer.appcelerator.com/helpdesk/view/67301",2,train
TIMOB-3162,Android: Ti.API.log doesn't work with one argument only,"/i used ti.api.log with one argument in an external js file  wrongly. it works on iphone and a message is printed as info log.  but on android, it fails without error message and scripts after  the log line are not executed./",1,train
TIMOB-3180,Android: JAVA_HOME not recognized when launching some Android applications,googled and found that spaces in the java paths would create complications: http:/developer.appcelerator.com/question/34701/errorjdkversionjavacisnotrecognizedasaninternalorexternalcommandtestingonandroid    we moved the jdk location to c:\java\javajdk folder and it appeared to work fine after updating java_home and the path environment variables to the new location.,3,train
TIMOB-3186,Android: Persistent internal compiler error,"error message:      [info] compiling javascript resources ...  [error] error in compiler. , 'utf8' codec can't decode byte 0x8e in position 324: unexpected code byte; traceback (most recent call last):    file ""c:\programdata\titanium\mobilesdk\win32\1.5.1\android\builder.py"", line 1548, in  s.buildandrun(false,avdid)    file ""c:\programdata\titanium\mobilesdk\win32\1.5.1\android\builder.py"", line 1307, in buildandrun compiler.compile()    file ""c:\programdata\titanium\mobilesdk\win32\1.5.1\android\compiler.py"", line 239, in compile  jscontents = self.makefunctionfromfile(fullpath, pack=false)    file ""c:\programdata\titanium\mobilesdk\win32\1.5.1\android\compiler.py"", line 183, in makefunctionfromfile  file_contents = codecs.open(path,'r',encoding='utf 8').read()    file ""c:\programdata\titanium\modules\win32\python\1.0.0\lib\codecs.py"", line 618, in read  return self.reader.read(size)    file ""c:\programdata\titanium\modules\win32\python\1.0.0\lib\codecs.py"", line 424, in read  newchars, decodedbytes = self.decode(data, self.errors)    unicodedecodeerror: 'utf8' codec can't decode byte 0x8e in position 324: unexpected code byte      version info:     titanium mobile 1.5.1   android sdk r8 and r9    repo steps:     create a new titanium project   add attached bigint.js to the /resources directory   recompile error occurs here   remove bigint.js from /resources directory   recompile compiler error still occurs     it appears that the entire titanium mobile project is trashed  from this point and will not recompile again.    edit: fixed the formatting",3,train
TIMOB-3286,Android: Support service constants,/is it possible to add support for the constants for services for  better control over the instances through ti.android.service and  the start event handler?/  /i'm finding my android background service is getting cleared up  when the device is running low on memory. i guess the alternative  is support for foreground services./  /android docs: /  http:/developer.android.com/reference/android/app/service.html#sta.../  qa thread: /  http:/developer.appcelerator.com/question/116757/creatingservices.../,1,train
TIMOB-3432,iOS: Clear app url from App Arguments on resume,"/a /helpdesk  ticket/ encounter a problem while coming back to the app after  it has been in the background (multitasking)./  /if the app is opened from being close, ti.app.getarguments().url  return nothing, and if it is opened again from backgrounding, it  also returns nothing. this is fine, but when the app is launched  from safari (for example: app:/), getarguments().url returns  ""app:/"" (or whatever the name of the app is) as expected. if the  app is placed in the background again and reopened normally, the  same url appears as if it was opened through safari./  /more details and sample app.js in helpdesk ticket /76659/./",1,train
TIMOB-3541,iOS: Implement Composite Layout Behavior Spec,implementation of the new (composite) behavior spec for ios.  ,8,train
TIMOB-3569,Titanium.UI.iPhone.SystemButton does not exist,"sometimes it does, other times not... ditto for systembuttonstyle. (iphone emulator)  restarting titanium developer and deleting the build folder brought it back. but...",2,train
TIMOB-3588,Android: Geolocation displays error alert for Current location,"/steps to reproduce/  1. launch kitchensink/  2. run phone &gt; geolocation/  3. go back and then go back into geolocation again/  /actual result:/  alert ""error"">code/  /expected result:/  to return the geolocation values/  /note:/  droid 1 happens on first launch/  nexus s, sometimes happen on first launch, sometimes require a  second launch/  see also bug # 2418/  /tested on:/  nexus s 2.3.2 titanium sdk version: 1.7.0 (apr 12 2011 15:24  rcc9dd9e1)/  droid 1 2.2.1 titanium sdk version: 1.7.0 (apr 12 2011 15:24  rcc9dd9e1)/",1,train
TIMOB-3594,TableViewRow.header/footer is undocumentated,/usage example in the kitchensink: / https:/github.com/appcelerator/kitchensink/blob/master/resources/e.../ /but the current api documentation doesn't know this attribute: / http:/developer.appcelerator.com/apidoc/mobile/latest/titanium.ui..../,1,train
TIMOB-4063,Android: TabGroup: most events not do not fire (only focus works),"environment:     tistudio preview   android 2.3.3    titanium sdk (all versions)    the following code demonstrates that only the focus event is fired for tabgroups:      titanium.ui.setbackgroundcolor('#000');    var tabgroup = titanium.ui.createtabgroup();    var win1 = titanium.ui.createwindow();  var tab1 = titanium.ui.createtab();    var label1 = titanium.ui.createlabel();    win1.add(label1);    var win2 = titanium.ui.createwindow();  var tab2 = titanium.ui.createtab();    var label2 = titanium.ui.createlabel();    win2.add(label2);    tabgroup.addtab(tab1);    tabgroup.addtab(tab2);      tabgroup.open();    label1.addeventlistener(""click"", function());    tabgroup.addeventlistener(""click"", function());    tabgroup.addeventlistener(""dblclick"", function());    tabgroup.addeventlistener(""doubletap"", function());    tabgroup.addeventlistener(""focus"", function());  tabgroup.addeventlistener(""swipe"", function());    ",2,train
TIMOB-4162,Android: Debugger: Breakpoint hits prior to value change when condition is set,steps to reproduce:  1. run debug test 1014 and 1015 from http:/wiki.appcelerator.org/display/tp/debuggertestplan    actual result:  frames 17 is not being displayed in the debug window    expected result:  call frames in the debug window should be: 9 call frames:  frame[0] : [eval script] [app.js:24]  frame[1]frame[7] : [eval script] [app.js:28]  frame[8] : [top level script] [app.js:53]     workaround:  click resume twice,3,train
TIMOB-4244,iOS: Enable searchBar to animate cancel button,"when a searchbar is not attached to a tableview, instead attached to a view on the window, the cancel button isn't animated. nor does there seem to be a property to enable it. the cancel button is animated when a searchbar is attached to a tableview.    on the q&a site, there is this:      hidayet dogan, looked at the source and wrote:        change:    [search setshowscancelbutton:[tiutils boolvalue:value]];    to    [search setshowscancelbutton:[tiutils boolvalue:value] animated:yes];      could be a configurable option, i suppose, but having it match the tableview searchbar would probably make sense. the latter is not configurable.",1,train
TIMOB-4274,iOS: searchHidden value does not stay when window containing scroll view is blurred/focused,"the use of searchhidden:true is losing its value in that once a window containing a table with this property is blurred, on return the search is displayed. code example below:   titanium.ui.setbackgroundcolor('#fff');  var tabgroup = titanium.ui.createtabgroup();  var win1 = titanium.ui.createwindow(); var tab1 = titanium.ui.createtab();  var data = [];  var s1 = titanium.ui.createsearchbar(); var tb = ti.ui.createtableview(); win1.add(tb);  var win2 = titanium.ui.createwindow(); var tab2 = titanium.ui.createtab();  var label2 = titanium.ui.createlabel();  win2.add(label2);  tabgroup.addtab(tab1); tabgroup.addtab(tab2);  tabgroup.open(); ",3,train
TIMOB-4388,Implement getPressure in Android view,can you expose the getpressure value on android devices:  http:/developer.android.com/reference/android/view/motionevent.html#getpressure%28int%29  ,2,train
TIMOB-4644,"iOS: New properties of Titanium.UI.View beginning with ""get"" always link to main object","new properties of titanium.ui.view beginning with ""get"" always link to main object      var myapp = {};    myapp.ui = {};    myapp.ui.createmyview = function() );         v.getsomething = function() ;        v.getsomething = function() ;            v.getfood = 200;        return v;  };    var myview = myapp.ui.createmyview();  alert(myview.getsomething); / [object tiuiview], shold be function  alert(myview.getsomething()); / nothing, shold be ""100""  alert(myview.getsomething()); / ""100""   ok  alert(myview.getfood); / [object tiuiview], shold be 200  ",3,train
