issuekey,title,description,storypoint,split_mark
MDL-17081,"Implement import/export ""Permissions"" settings for ""Manage roles"" tab","suggest to implement ""import / export"" settings for the role ""permissions"". see the two proposed solutions (probably only one need to be implemented)... this is particularly useful for larger ""enterprise level"" moodle implementation as we often have staging, testing, and development moodle installations and if we have customized role settings, it is a pain in the butt to manually change all of them one by one (it's a long list of the ""permissions"" for all the newly deployed moodle instances. thanks!",20,train
MDL-18014,Automatically and periodically save WYSIWYG editor content as a draft/concept,this emerged during the discussion at mdl13370. shortly: use ajax to automatically and periodically (eg. every minute) save the content of a wysiwyg editor to the concepts (drafts) space. see gmail for the working example.    it seems to me that we could use table mdl_post for this therefore not db changes should be required. there will be a flag for a rich text field definitions that enables this feature. every wysiwyg will have to have some uniq identifier. concepts are accessible to their owners only (and admins?)  maybe via a card in their profiles? their lifetime is a subject of configuration   couple of hours by default.,40,train
MDL-18229,Add grade item and student grades quick edit feature to the grader report,add grade item and student grades quick edit feature to the grader report to enable editing for each grade item and for each student:     grades and feedback   grade overrides    excluded grades    thanks to developers at the lsu for this feature   see http:/moodle.org/mod/forum/discuss.php?d=101449 for more details.  ,100,train
MDL-18375,Displaying and selecting dates throughout Moodle should allow the use of multiple calendars,i implemented a patch to add the capability of working with other calendar systems than just gregorian.  i'll provide the instructions to apply the patch in following post,100,train
MDL-18633,User profile: add last ip field to user view,"similar to mdl18518, this request to add the last ip address could be useful to a site administrator trying to track down where a user last access moodle from. patch for 1.9 attach, i'll come up for one for head as well. peace  anthony",2,train
MDL-18770,Non-graded Assignment and Quizzes appear in the gradebook  and have Max Grade assigned,"nongraded assignment and quizzes are getting displayed in the gradebook, and they look like being included into aggregation in the cat&items interface, since they have max grade value set to 100.  other activities behave definitely. e.g. if forum is not graded, it does not appear in the gradebook as a column. which for me is an expected behavior.    1. add an assignment. set it to no grade. column will still appear in the gradebook. now go to the cat&items interface. it will display max grade for that column to be 100 points. (though it will not be actually included into the calculation)  2. add an assignment. set it to be graded on a scale (scales are not included in aggregation for us). maximum grade in the cat&items interface will display some number (e.g. 3, if there are 3 items in a scale). it is confusing, since one would now expect that 3 to be calculated toward course/category total.  3. add a quiz, add some questions, and make the quiz to be worth 0 points. maximum grade in the cat&items interface will still be 10 points (or 100). interestingly enough, i can manually delete a gradebook column for this kind of quiz. (but, once i delete a column, there is no way for me add it back, even though i will make the quiz gradable)    i think mdl14017 is related to this. ",13,train
MDL-20045,Add unofficial support for custom context levels,"this issue is in reference to http:/moodle.org/mod/forum/discuss.php?d=111362. in brief, one of our moodle extensions would benefit greatly from being able to use moodle's roles and contexts system, and we would need to define our own context levels.  however, we would like to be able to do this without having to differ from core in unmaintainable ways. we believe that this would be helpful to many other moodle partners and plugin developers, and some of our proposed changes may help to improve the maintainability and readability of core moodle code.",40,train
MDL-20250,"Add admin settings for disabling particular gradebook calculations, category overriding and grade minimum on the grader report","an admin setting for selecting which aggregation types are available was added to moodle 1.9.5.    further admin settings for disabling gradebook features such as multiplicator, offset, calculations (see mdl 18049 for details of exactly which features) should be added to moodle 2.0.",40,train
MDL-21180,Category children default to extra credit when category agg is switched from Weighted to Simple,"category 1 is set to weighted mean of grades  its children all have weights assigned to them  category 1's agg method is switched to simple weighted mean of grades  its chlldren are now all extra credit    this was kinda, supposedly fixed with mdl 19407 but only took into account an item moved from a category of wm to swm... not if the entire category is switched (common in our parts).",40,train
MDL-21415,Course Participation Report doesn't abide by separate groups,"in  1.97 (haven't tested other versions), the participation report shows all students to a nonediting teacher in a group.   my courses are set to separate groups, and permissions for nonediting teacher for showallgroups are set to prevent. when i log in as a non editing teacher i set up, and go to the course reports, click the participation report, choose an activity, and then set ""show only"" to student, all student show up.   shouldn't the participation report also respect separate groups?",20,train
MDL-21469,Chat window uses browser language rather than preferred language set in profile,steps to reproduce:  1. set browser language to say dutch. 2. login to demo.moodle.net with any of the demo accounts. 3. access http:/demo.moodle.net/mod/chat/view.php?id=203 and click the enter the chat.  expected result: text in the chat window is in english (preferred language set in profile)  actual result: text in chat window is in dutch,3,train
MDL-22236,Design way to send files by web service (upload),"find a way to send any files to any draft file area in moodle and use them in the web service calls.      original issue description:    sending files to hub currently works but the design has been refused by petr because it uses ws token in a post request with $_files. after talking with dongsheng and petr, the conclusion was we will be sending files by web service (probably called in a cron script, if the file is too big). and biggest files will be chunked in order to be sent. it implies to write a new file web service design.  downloading files could need to follow the same design...    ",40,train
MDL-22669,Moodle bug with course restore section count,"course import/restore: if source course has more sections, create them and increase numsections          before this, all modules that were in non existant sections sent to section 0. ",8,train
MDL-23646,"TinyMCE can't be resized and doesn't scroll for wide content, especially on small screens","when editing an html page in 2.0 on a netbook (i think the one i saw was an eeepc) the screen is so small that the dragging handle of tinymce gets cut off and the whole thing is pretty well useless   see http:/screencast.com/t/nme1odewm for an example. no idea if this is something which is fixable by setting the default width of the editor based on the width of the browser, but thought i'd mention it anyway...    replication steps:  # log in as admin  # navigate to site admin > appearance > site selector  # choose a theme with blocks on the right, such as binarus  # navigate to a course  # create a page resource  # reduce the size of the browser window and note the effect on the html editor    expected result: the html editor resizes down before it is covered by blocks on the right.    actual result: the right edge of the html editor disappears under the blocks.",20,train
MDL-24120,Allow admin to remain logged in after login as procedure,"log in as admin to moodle 2 go to a course (home page is enough) from participants block, select a student and login as him/her do something (at least nothing) and return to your personal account at the end of this process, you are always logged out",20,train
MDL-24287,Convert group members selector to Shifted YUI3 module.,"after working on mdl 24262 i think it is a very good idea to convert the group/user selectors to object orientated yui modules with all arguments being passed in rather than set as globals within the page. this will make the code clearer, and help improve js sandboxing.  cheers sam",13,train
MDL-24343,Properly deprecate unzip_file/zip_file,"sam  related to your recent commit for mdl19786, i did a grep of 2.0 code base and found a couple more instances of where the deprecated unzipfile/zipfile is being used:    /question/format/blackboard_six/format.php  /lib/componentlib.php    peace  anthony     p.s.  perhaps we should create a meta issue to grep for deprecated functions as part of code clean up",3,train
MDL-24380,Chat: autoscroll help popup incorrect and doesn't display fully (it only concerns the alternative chat methods),"autoscroll help popup gives info on using chat, rather than the autoscroll feature.",3,train
MDL-24775,a pagedown key press in any tinymce editor destroys entire page layout,a page down in any tinymce editor will kill the layout of (maybe almost) any page in moodle.  ,20,train
MDL-25473,Embedded MP4 videos via linking to the course file loops when finished playing.,when i embed a quicktime video (mp4) like this:     /     it loops automatically when it is finished playing. this doesn't   happen with flv videos.     i went into the moodle folder   >filter   >multimediaplugin    >find every occurrence of the word loop (there were 4) and   change true to false.   then i went back to where the video was embedded and added this tag   before my embedded link:     /     the video stopped after playing once. ,5,train
MDL-25544,Improve Grader report user interface,"this issue is a large one focussed on improving usability and accessibility for teachers using moodle gradebook (grader report) on all browsers including touch screens and screen readers.    the moodle gradebook working group met in june 2014 and determined a number of key required features, which are detailed on the specification at http:/docs.moodle.org/dev/graderreport2014  (still being finished).    in a nutshell expect:  # full screen spreadsheet like display that scrolls well but has static headers and footers.  # filters to quickly reduce the information being dealt with.  # links to row/column editors for speed and affordances.",100,train
MDL-26170,Deleted Forum & Blog Posts in RSS Block,"in moodle 2.0.1+, even after deleting forum/blog post, it continues to show up in the rss block even after cron is run. spammers can exploit this.",8,train
MDL-26244,'Choose a link' for database URL field gives confusing message,"going to add/edit a record in the ""modules and plugins"" database a user founds a lot of ""choose link"" button. the problem is that these buttons are completely useless because the file picker page they call, displays: ""spiacente, nessuno dei repostory disponibili può restituire file esterni."" [that in english should sound like: sorry, none of the available repository may return external files.]  please take these buttons off.",8,train
MDL-26408,IMS Enterprise admin notifications fail on message_send(),"error:  coding error detected, it must be fixed by a programmer: could not load preference messageproviderimsenterpriseimsenterpriseenrolmentloggedoff. does the component and name you supplied to messagesend() match a row in messageproviders? message providers must appear in the database so users can configure how they will be notified when they receive messages.  !! blah !! !! stack trace:  line 126 of /lib/messagelib.php: codingexception thrown  line 247 of /enrol/imsenterprise/lib.php: call to messagesend()  line 364 of /lib/cronlib.php: call to enrolimsenterpriseplugin &gt;cron()  line 79 of /admin/cron.php: call to cronrun()  !!  does look like any db/messages.php  ",2,train
MDL-27158,Default timezone is incorrect when not set in PHP configuration,"when 'date.timezone' is not set in the php server configuration, moodle sets the base timezone to php's default which is 'asia/jayapura'. when you then set a timezone in the administration area, to say 'australia/adelaide', the time is half an hour too fast. if the 'date.timezone' is set in the php server configuration, this is not an issue.    the problem seems to be that php is still thinking 'asia/jayapura' is the base timezone, which is gmt9 hours. when moodle stores the timestamp, it subtracts the 9 hours from the current time, storing a ""utc"" timestamp value. when moodle then goes to display a time (i.e. assignment conditional access times), it adds 9.5 hours to the timestamp which gives the incorrect time.    when using ""server's local time"", it works fine and there is no issue either. however, if moodle is set to use ""server's local time"", and then a user manually sets their timezone, it is again incorrect.    might be related to mdl 22625, but it seems a little different again.",20,train
MDL-27339,"The link Create ""File system"" instance do not work","if an admin has defined that user can add repository instances into the user context, user sees the create file system instance link, but they don't get permission to do this.   screen shows on left left side admin settings and the parts in the middle and on the right side are the users view.",5,train
MDL-27953,"Upload users option only allow the following authentication options: Manual account, or No login","when uploading a csv file of users in 2.0.3 the ""choose an authentication"" dropdown only gives the following options:    manual account  no login    in 1.9.x i get the following authentication options:    manual account  no login  ldap server  emailbased self registration    ",8,train
MDL-28162,[ERROR] Automated backup status,"using automated backup i continue to receive errors  summary ==================================================  courses: 15  ok: 7  skipped: 3  error: 0  unfinished: 5   some of your courses weren't saved!!  as you can see some courses save ok and others are skipped and 3 are unfinished.  the errors look like this   course         time taken                         status next backup ashs vle 3 jul, 06:01      3 jul, 06:01 ok 4 jul, 06:00 gcse ict unit 1 3 jul, 07:41   4 may, 22:53 unfinished 5 may, 18:00 student council 3 jul, 09:16      4 may, 22:52 unfinished 5 may, 18:00 staff room 5 may, 18:21           5 may, 18:21 skipped 6 may, 06:00 resources 3 jul, 02:51   4 may, 22:52 error 5 may, 18:00 gcse ict chap 1 5 may, 18:26   5 may, 18:26 skipped 6 may, 06:00 gcse ict unit 2 3 jul, 04:26   4 may, 22:52 error 5 may, 18:00 functional skil 3 jul, 06:01   3 jul, 06:01 ok 4 jul, 06:00 yr11 ict group 1 jan, 00:00   1 jan, 00:00 skipped 1 jan, 00:00 year 7         3 jul, 06:01   3 jul, 06:01 ok 4 jul, 06:00 year 8 ict 3 jul, 06:01   3 jul, 06:02 ok 4 jul, 06:00 year 9 ict 3 jul, 06:02   3 jul, 06:02 ok 4 jul, 06:00 gcse french 3 jul, 06:02   1 jan, 00:00 error 1 jan, 00:00 gcse german 3 jul, 07:36   3 jul, 07:36 ok 4 jul, 06:00 gcse maths 3 jul, 07:36    3 jul, 07:36 ok 4 jul, 06:00  if i try to look at the detailed backup logs for any course i get the message  detailed execution log course: ashs vle no logs have been found ",100,train
MDL-28448,Teachers cannot delete user submissions - advanced uploading of files,in 1.9 teachers had the ability to delete submitted files as well as revert the status to draft.    in 2.x the teacher deletion of files is not possible.,20,train
MDL-28631,forbid use of cookies especially from javascript,"our developers and theme designers keep smuggling in cookies, this is not compatible with $cfg>cookiehttponly and is against some privacy laws.  simply stop relying on cookies and if necessary use user preferences.  offenders:  admin roles ui  lib/cookies.js  scorm data model  repository   anomaly theme   solution: 1/ educate integrators and developers  see mdl 17084 for ajax user preferences 2/ fix the code 3/ fix dev docs",40,train
MDL-29070,Clean enrol_imsenterprise following coding guidelines,"while reviewing mdl28962 i detected that enrol/imsenterprise/lib.php is one of the worst files i've seen from the pov of moodle coding guidelines (spaces, comments..., if/loop...).    i think it would be great to perform a general cleanup for it. for your consideration if only dev or all 2.x stable branches too (note that, right now the file is 100% the same in 20, 21 and master). i'm sending this to stable backlog initially.    ciao :)",3,train
MDL-29441,Chat window does not pop up for separate groups in IE7-9,"using separate groups and ie7, 8 or 9, when you click to enter the chat it does nothing. if you select all groups you can enter the chat.    replication steps:  # setup 2 groups  # go to a chat where the group mode is ""separate groups""  # in the upper left corner, select a group  # try to enter the chat",4,train
MDL-30195,Export forum discussion without attachments to google docs portfolio,"we've got google docs portfolio enabled in our moodle site.  now, when i want to export a forum discussion to google docs and no forum post within this discussion contains any attachments, the export works flawlessly.  as soon as a forum post within this discussion contains an attachment (mainly an image) and a) when exporting the whole discussion, there is a nice but meaningless error message saying ""no common formats between any available portfolio plugin and the calling location forumportfoliocaller"" b) when exporting a single post, google docs is not available anymore as portfolio   would it be possible to improve this to export the forum discussion to google docs regardless of any attachment so that the user gets at least the discussion text?",20,train
MDL-30431,Attempting to edit wiki comments from another user causes an error,"replication steps:  # user a (student role) creates a comment on a wiki  # user b (teacher role) tries to edit user a's comment  # when user b tries to save the edited comment        coding error detected, it must be fixed by a programmer: invalid state passed to moodlepage::setstate. we are in state 0 and state 3 was requested. http:/docs.moodle.org/21/en/error/debug/codingerror       user a is able to edit their own comment quite happily",13,train
MDL-30668,Prevent the grader report from storing serialized data in the user_preferences table,see mdl 20245. when categories are collapsed on the grader report it appears than an array is serialized and stored in the user_preferences table. this table is really for simple name value pairs.  it would be good if we could avoid storing serialized data and instead only stored human readable data.,20,train
MDL-30812,Latest backup files generate error/setting_invalid_ui_label upon restore,"administrators and staff are unable to restore recently created course backup files. prior to the upgrade to 2.1.3 any backup file created can be restored into a new course even now. since this upgrade the restore process goes through the steps, but upon pressing ""restore"" an error/settinginvaliduilabel is generated and upon pressing continue the restored course is showing up as an invisible course in the process of being restored, but never completes. we did an upgrade to the latest moodle version 2.2 but this did not alleviate the error. the problem appears to be with the creation of the backup file as any created since the upgrade to 2.1.3 is now generating the error/settinginvaliduilabel and all backups created prior to 2.1.3 can still be restored successfully.",20,train
MDL-30839,form validation and error recovery,"a better mechanism needs to be used to help users identify errors in form submissions. the text that appears on the page after an invalid submission is not easily found by screen reader users. there are several techniques for improving error recovery in forms. the basic premise is to 1. either automatically set the focus to the error message (usually used serverside validation) or use aria attributes to notify the user of an error message (usually used clientside validation) 2. provide enough detail in the error message so the user knows what the error was 3. provide links within the context of the error message to allow users to easily jump to the parts of the form where errors occurred  webaim's tutorial on error recovery in forms http:/webaim.org/techniques/formvalidation/#error  w3c technique for ""creating a mechanism that allows users to jump to errors"" http:/ techs/g139.html ",20,train
MDL-30852,user report grade view has inaccessible table,"the table used to display the grades in the ""user report"" grade view is a complex data table and thus needs to have headers explicitly attached to the correct data cells. by complex data table i mean it does not have a single set of headers across either the rows and/or columns. for webaim's example of a simple data table, view ""the scope attribute"" at http:/webaim.org/techniques/tables/data#headers.    for the correct way to implement complex data tables, view webaim's ""the headers and id attributes"" at http:/webaim.org/techniques/tables/data#id",8,train
MDL-30895,provide easier chat reading for screen reader users in accessible chat activity,"while the accessible version of the chat activity is accessible, it could be more usable. the way to navigate the discussion is a bit cumbersome to listen to for screen reader users because of the use of definition lists.    it might be better to store the chat messages in a table with three columns. column one would be a header column and include the poster's name. column 2 would be the message. column 3 would be the time stamp. this would allow screen reader users to simply navigate up and down the second column and easily hear the most pertinent information   the person's name and their message.    the current definition lists, while semantically correct, are quite verbose and cumbersome to navigate for screen reader users.",13,train
MDL-31089,New posts listing on 'My Moodle' ignores groups.,"students are seeing 'x posts since last login' notifications under 'course overview' in my moodle even if the posts belong to groups that they do not have access to.     presumably, students should only get that notification if there are new posts that they are able to see.     replication steps:  # create a course with a forum that is set to 'separate groups'.   # create two groups and enrol students into both.   # post something on one group's forum.   # log in as a student in the other group and see '1 post since last login' message under the subject in 'course overview'.",40,train
MDL-31356,IMS Enterprise enrol plugin added features,"i've added the following features to the ims enterprise enrol plugin:  ability to update a course full name ability to update a course short name ability to create nested categories during course creation ability to update a user record (all fields that the plugin already knew about except username) ability to set/update an authentication type for a user (during creation and updates)  i've added options in the settings/config area for this plugin to turn on/off course and user updates, and to set the separator character for nested categories. ",40,train
MDL-31379,Introduce new grading fields - dategraded and datesubmitted,we could possibly do with some new fields in the grading objects to make grading easier.    there is a to do note in /lib/grade/grade_grade.php  todo: hack   create new fields in 2.0,5,train
MDL-31410,PayPal IPN Script exposed to message_send() failure,"the below issue includes the resolution. it merely needs to be marked as fixed and merged in to the main development branch.    the ipn.php script, that is a part of the paypal enrolment method, makes calls to a function ""messagesend"" that can cause the entire paypal enrolment method to fail.    the ipn script is called by paypal when a payment has been processed. paypal calls the script and passes various tokens regarding the transaction. the ipn script:    1) opens a handle for the paypal connection  2) evaluates the received tokens and validates them  3) enrols a student accordingly  4) notifies the student, instructors & admins via a call to ""messagesend()""  5) closes the connection from paypal    various people have been reporting that their paypal enrolments work fine for a while, but they start getting these ipn failure warning messages from paypal. in their ipn history in paypal, they see a list of failed transactions where the server (moodle) response was a 404.    what's happening for these people, is the 4th step above is failing. the ipn script dies as a product of messagesend() failing and the php server process would seem to time out and cause the web server to return a 404 to paypal. since step 3 has been completed, end users of moodle are getting what they need from the plugin. however paypal doesn't tolerate the 404 responses for long and automatically disables ipn messaging after a while  causing paypal enrolments to fail entirely.    the solution i'm proposing is really simple. i've modified ipn.php to use a wrapper function for messagesend that puts the call in trycatch block. this insulates the execution of ipn.php from whatever messagesend failures ruining the whole experience. i believe resolving the issue in messagesend is another matter (and may merely be a misconfiguration thing   though myself and others do have systems that send us emails successfully, guess those situations aren't depending on the same function).    i've attached my modified version of ipn.php below. i hope it is immediately merged in to the main development branch as this is probably affecting even more people than have been complaining about it.    this issue has been observed by me personally across a wide range of 2.x moodle installations. i've avoided fixing it myself and have just run on weekly builds hoping someone else would fix it. but push came to shove thus i fixed it myself.",3,train
MDL-31501,"New session infrastructure - file, database and memcached storage ","the ou finds memcache for session handling to be important for performance. here is our code to be commented on, and hopefully, if good enough, added to core.    edit: this ticket has been highjacked for memcached session handler instead of memcache.",100,train
MDL-31560,New message_send API is incapable of sending notfications from the $CFG->noreplyaddress.,"the old emailtouser api could do this, and we need to be able to do this in many places in the code that currently use emailtouser, and which should be updated to messagesend in future.    please extend the api to make this possible. the old system was able to set a fake name to go beside the $cfg>noreplyaddress, so for example you might get emails from   shy user /  for example when a forum poster has decided they want to keep their email private; or   quiz system /  for emails generated in code.    i think both these usecases are important, and so need to be implemented in the api, but from what i can see, this will be hard because:   messages can hang around for some time in the messageworking table  that is, there is no guarantee that messages are sent synchronously  it is up to the message output plugins.   the from address in the message table is stored as a userid in a not null default 0 column.    note that this issue is different from mdl 6796.",8,train
MDL-31597,"In User Report, Weights should not be displayed as a percentage","when you display weights for grade items in the user report in the grade book,  they are displayed as percentages.  this is incorrect  they are not percentages,  nor are they used as percentages in aggregations    in settings > grade administration  > course grade settings  under 'user report' set 'show weightings' to 'show'.  then assign some  weights to grade items.  they are shown with a '%' following them.",13,train
MDL-31625,Overfilling DB entries with a replace causes error,"if a column is at the constrained limit like mdllog  url, then if you replace it with a new url larger, that the search url will fail.    error writing to database    more information about this error    debug info: error: value too long for type character varying(100)  update mdllog set url = replace(url, $1, $2)  [array (  0 => 'http:/localhost/moodle',  1 => 'http:/localhost/moodle21',  )]  stack trace:  line 397 of /lib/dml/moodledatabase.php: dmlwriteexception thrown  line 232 of /lib/dml/pgsqlnativemoodledatabase.php: call to moodledatabase>queryend()  line 596 of /lib/dml/pgsqlnativemoodledatabase.php: call to pgsqlnativemoodledatabase>queryend()  line 6281 of /lib/adminlib.php: call to pgsqlnativemoodledatabase>execute()  line 47 of /admin/replace.php: call to dbreplace()      jason ilicic and i have made some fixes to the dbreplace() function to fix database issues when running it.      running the replace command on fields that don't have the search url in it.    in postgresql, update creates another row and tags the old row was reusable but effectively doubling the database size.    replacing a url that is greater than original and making the column larger that db constraints.    if column is 100 chars (mdl_log  url) and data is 100 chars, an update will fail if replace url is greater that search url.     replace the search url if the column is equal or greater that the size of the search url.",13,train
MDL-31776,"Additional name fields, to allow Asian languages to flexibly display user names in Chinese characters, local phonetic system or Romanization","alternate name fields  this is a proposal on behalf of the moodle association of japan (http:/moodlejapan.org). we are willing to work closely with moodle hq on this improvement and help by providing some funding for its development.  the standard moodle has only two fields for names ""firstname"" and ""lastname"". in countries that use a different writing system, this means that two sets of names need to be displayed, their name in the local writing system and their name in romanization. moodle needs a way to input both types of names, and for both the individual and the administrator (and perhaps at the course level) to determine which names appear in the various moodle contexts.   an ideal configuration  i propose three additional fields: surnamephon givenphon alternatename   for standard english and european usage, these would be ignored, but for japanese, chinese, korean and perhaps other writing systems such as thai, the various indian languages and arabic. possible entries would look like this:    lastnamelastphonalternate 佐藤サトウsatou hiroshikorean奎報규보 陳ㄔㄣchen meihua|   the site administrator would select how the $fullname variable would appear. for japanese, for example, the administrator might select lastname  firstname  alternate so that the students' names would appear in kanji, but with the romanization of it following the kanji.  this would allow everyone to know how the name should be pronounced.  (even japanese need this since there are alternate pronunciations for kanji. ""神部"" for example, could be read as ""kamibe"" or ""kambe"" depending on the preference of the user's family.)   any combination of the above could also be selected as the default for user names that appear in various tables.  if the selected fields for tables is one of the asian phonetic fields, then rather than the standard alphabet display for filtering the list by first name and last name, a similar selection display would appear for the selected alphabetic system.  for chinese, a selection would also need to be made for the phonetic system to use.  taiwan uses the ""bopomofo"" (zhuyin) system, while mainland china uses the pinyin system.  student id display  for many asian languages, another problem not encountered so much in the west is people with identical names. this, plus the fact that some of the languages (namely japanese and chinese) have no convenient method for ordering names in chinese characters, means that most schools rely on the student id for ordering and identifying students rather than (or in addition to) their names.  thus, there should also be an option in the site setup selecting the studentid field to be displayed to the left of names on various listings such as the grade book, assignment evaluation, etc.  complexity & coding time:  this problem is quite complex since it involves modifying core code in perhaps 50100 files that do database i/o, table displays, preference selections, etc. and would need to be done in close coordination with moodle headquarters.  who would benefit from this improvement?: probably every institution in asia that has staff who do not read the local language need to be able to display names in both the local language and roman letters. various, rather unsatisfactory ad hoc solutions are currently used but a permanent, more elegant solution is urgently needed. ",100,train
MDL-31830,Replacement for the course and category management pages,"this issue has been created to look at a possible replacement for the course and category management pages within moodle.  the management system we currently have is getting pretty antiquated and could really do with a make over and could be greatly streamlined to get all of the desired/common features onto fewer pages.  it would also be great if the process of adding, moving and deleting categories could be simplified and likely js enhancement could help this (think ajax loading and drag + drop).",100,train
MDL-31989,Global Search 2,"global search is currently removed from moodle 2.2.     as part of gsoc '13 project, i've rewritten tomasz muras's global search implementation for the current 2.6 (dev) master branch.     you may view the demo and play with it here: http:/globalsearch.jmuras.com/  ( username:searchadmin password: searchadmin1 )    the docs are here: http:/docs.moodle.org/dev/global_search",20,train
MDL-32275,enrol/users.php shows last access to the platform but not last access to the course,"the view enrol/users.php is course specific as it shows which users are enrolled in the course. nevertheless, the field last access shows the time when a user last accessed the platform although he never accessed the course or last course access was much earlier. one expects that the field tells when a user last accessed the course.",8,train
MDL-32450,DragMath GPL issue,dragmath jar (dragmath.jar) file is distributed with moodle but there is no source code available. the same goes for all jars under lib/dragmath/applet/lib.,8,train
MDL-32570,"Deleting ""Miscellaneous"" category broke the ability to use IMS Enterprise to create courses","we deleted the ""miscellaneous"" category in moodle 2.1 and ran our ims enterprise script.  no courses were created. the incident sounds similar to http:/tracker.moodle.org/browse/mdl 21470  and this posting http:/moodle.org/mod/forum/discuss.php?d=200639  if we remove the one section in the script that is really a term, but has the same tag as a course with no category specified, then all of the other courses are created just fine.  when we created the ""miscellaneous"" category again then the script runs without a problem.  an empty course with the name ""spring 2012"" (which is the name of our category) is created in the ""miscellaneous"" category.  the real courses are then created in the ""spring 2012"" category.    i don't know if it matters but we are on php version 5.3.5",2,train
MDL-32592,Category Undefined in IMS Enterprise,"hi  at line 396 in enrol/imsenterprise/lib.php the script checks if the categorystring is longer than 0. however, if the category is empty this will and does result in an error.   notice: undefined property: stdclass::$category in /workspace/moodle2.0/enrol/imsenterprise/lib.php on line 396.   it is not an serious matter, but a small bug which is easily fixed by adding a different if statement:   if(!empty($group>category)).   i can provide a patch if necessarily.   best regards  henrik ",2,train
MDL-32746,User login - trigger event,"would it be possible to add a user login event to the events api.  the event could be triggered in completeuserlogin() function in moodlelib.php:  eventstrigger('userlogin', $user);  ",3,train
MDL-32862,Links to some 1.9 resource types break after upgrade to 2.2 followed by backup and restore,"steps to reproduce:    1. create a moodle 1.9 course with a resource of the following type: url, text page, web page, or directory  2. in a topic of the course (or other wysiwyg editable text in the course), create a link to your resource  3. upgrade your moodle instance to moodle 2.2  4. at this point, you'll find that the link still works. it will point to mod/resource/view.php but will redirect to the correct moodle 2.2 url such as mod/page/view.php  5. create a backup file of the course  6. restore the backup file into a new course    result: the link in the restored course will not work. it will point to mod/resource/view.php, but now the page will show you the error message ""invalid course module id"".",13,train
MDL-32917,Upgrade dateselector to use YUI3 calendar module,the dateselector in lib/form/yui/dateselector/dateselector.js is still using the yui2 calendar. we should be able to convert this to yui3 calendar relatively easily.,13,train
MDL-33057,Rewrite DND Upload to YUI module (performance),"this is just something that would be really nice to do, given much of the course ajax js has now been converted into yui modules this really should as well to keep things clean and organised.    cheers  sam",100,train
