issuekey,title,description,storypoint,split_mark
STUDIO-1333,"There is no specification when there is a global endpoint or a connector created in the global elements table, they are just called the same and it is confusing","this is a usability issue: there is no specification when there is a global endpoint or a connector created in the global elements table, they are just called the same and it is confusing.    steps to reproduce:  1. create an ftp global endpoint.  2. create an ftp connector.  they have the same type and name in the global elements table (for the name there is already a jira opened for that).     type should specify if it is a global endpoint or a connector. nowadays i think that type is useless, it doesn't say anything to the user. it just says ""ftp (ee)"" for global endpoint or connector. same happens for the rest of the global endpoints and connectors and this is pretty confusing",13,train
STUDIO-1415,Executing simple lookup table configuration is showing error message,"created a java to xml mapping and configured a lookup table with 2 fields: subject(key) and email.  executed the preview an error message was displayed: ""message:transform failed!"" (see attached screenshot)    ",8,train
STUDIO-1428,Unable to create new mappings using new excel format xlsx,unable to create a new mapping using an excel spreadsheet with the new format .xlsx    to reproduce:   create new mapping   input: select ms excel   add the .xlsx spreadsheet attached to this issue   output: select anything    click finish button (error is displayed in the error log)    see attached screenshot of error.,8,train
STUDIO-1435,Multiple xml validation errors in Studio editor,"1. element jax ws service is not allowed to be child element of http.    oh, it is allowed, and often times it makes perfect sense to have it as a child element rather than subsequent one. false alarm.    2. flow should start with inbound endpoint    no, it does not have to.    3. response is not allowed to be child of element http    of course, it is allowed :)  ",5,train
STUDIO-1538,Undo option (command + z / Ctrl + z ) does not work if you remove a global element,steps to reproduce:   1. go to the global elements tab and create any element.   2. remove it.   3.  press ctrl  z or command  z     issue: the element does not appears again  ,8,train
STUDIO-1676,Suggest to stop the corresponding running mule instance when deleting a project,"steps to reproduce:  1  create a project  2  run it as a mule application  3   try to delete the project, including files.    an error dialog will pop up, related to mule still using the files and directories that are being deleted. to complete his desire to delete the project, the user will have to abort the operation (undo won't undo anything at all), stop mule, and try again.    studio should prompt for the user's consent to stop the running mule instance if there is one running the applications of a project that is being deleted, so that the delete operation does not fail, or otherwise gets cancelled.",5,train
STUDIO-1694,"Default of ""Auto delete"" in the File endpoint is hidden in a non-usable way","to see or edit the ""auto delete"" option of the file connector you have to:   go to the end point properties   the choose ""reference""   add a reference in global references>connector reference    the autodelete option is there (see the attached screenshot)",8,train
STUDIO-1738,Add JAXB support,it would be nice if you could support jaxb operations from gui such as jaxbxmltoobjecttransformer jaxb context etc.,2,train
STUDIO-1759,More easily navigate between XML and GUI,"it should be much easier to navigate from the gui to the appropriate xml element or flow block within the xml. furthermore, it would be great to go the other way as well, to click on an xml element and bring the user directly to a highlighted flow element within the gui.",13,train
STUDIO-1811,Studio is not validating that certain scopes should start only with inbound or outbound endpoints,"(edit) this bug was first discovered for exception strategies. this is the description for that case:    when using the message flow tab, you can't drop inboundonlyendpoints into exception strategies (the ui forbids it). but you are able to do so through the xml, and there isn't any validation or indication that this is invalid.    example:  /              /          /    this is invalid (imap is inbound, and only inbound), but there are no error markers whatsoever present. it should:   be underlined in the xml   present a problem in the problems pane    be drawn with the redx in the message flow tab    this is also valid for any other kind of scope that has the restriction to start only with inbound or outbound endpoints. some sample snippets that should fail, but dont:    /    /   /    /     /    /    /     /    /",5,train
STUDIO-2000,Error unzipping MuleStudio in Windows in a long path,"when unzipping mulestudio in a long path (for example under desktop or document and settings)  the errors shown in the attached screenshots may be shown.    the password protected error seems to be a windows bug as explained in http:/blogs.msdn.com/b/robcaron/archive/2006/09/14/755306.aspx    the problem is that this seems to be a windows limitation and there is no much that can be changed in studio to fix the issue (most of the failing files are eclipse classes)    the workaround is to install studio in a simpler and shorter directory (for example c:\mulestudio)    we need to add this in the release notes and see how to document it better for users.    some other stuff to test:    # does this happens with winzip or winrar (or is only a problem of the default zip utility that comes with windows)  # once extracted in c:\mulestudio, can the directory me moved to another location?  # which specific versions of windows present this issue?",21,train
STUDIO-2104,Unable to drag a Twitter neither a Salesforce Streaming from the palette into the composite source,"unable to drag a twitter neither a salesforce streaming from the palette into the composite source.    composite source can contain only message sources, therefore we should be able to drag and drop salesforce and twitter streaming into the composite source.",2,train
STUDIO-4050,Studio cannot be pinned to the taskbar,"unlike other windows programs, studio cannot be pinned to the taskbar for quick access. i am aware that this is a problem with eclipse in general, but i wanted to make it clear it is an usability issue for our users.  when i right click on the taskbar icon of a running studio, i only see one option: close window.  ",8,train
STUDIO-2779,Studio Online Help Enhancements,1) adding new content created by antonio/doc team for dynamic help.  2) adjusting widget ids to make sure that they are associated with dynamic help content.  3) displaying the dynamic help tab by default in studio upon first start.    ,8,train
STUDIO-2787,Fixing MES Studio behavior for fields that use Collections,http:/ 240,8,train
STUDIO-2781,Studio Support for WebSockets,as defined by the specification.,8,train
STUDIO-2782,Adding Reference to CH Analytic end-point on Studio Start,"whenever studio starts, we should send a get request to the following url:  http:/e?&p=/&n=/  where / is a unique id associated with the downloaded studio instance, and / is the name of the example.   the cloudhub hosted service should in turn make a call to a kissmetrics event of the same name as the example using the following url:  http:/trk.kissmetrics.com/e?k=b276fa8e23213db7fba9868b5d3ba750344cdbb1&p=123&_n=studiostartedevent  the cloudhub service then effectively acts as a proxy between studio and the kissmetrics event.   in case that the cloudhub service is not available or that there is no connectivity to the cloudhub service from the machine on which the example is being executed, the url call out should fail gracefully with no noticeable effect from the studio user's point of view.     ",8,train
STUDIO-2784,Addition of DB2 and MS SQL Server to the list of databases on Studio JDBC connector configuration window - Studio Work,"today we show mysql, derby, and oracle. however, ms sql and db2 are rdbms's with very large footprints. as such, we should add these two databases to the set that shows up on the jdbc connector's configuration screen. ",8,train
STUDIO-2147,Only queryKey is marked as mandatory for JDBC endpoint while Address is a valid attribute if queryKey is not specified,only querykey is marked as mandatory for jdbc endpoint while address is a valid attribute if querykey is not specified.    a query should be referenced from the jdbc endpoint by querykey or address.    nowadays when you have specified the address attribute and not the querykey you get an error saying please specify a query.,2,train
STUDIO-2154,error adding context:property-place-holder,"since it's not possible to add a context:propertyplaceholder tag from the pallete, i switched to the editor view and used auto competion to generate this declaration:    /    studio added the xmlns automatically, but the xsi:location looked like this:    xsi:schemalocation=""http:/ null    after fixing the location manually, the app started fine",5,train
STUDIO-2162,"cloudhub integration needs progress bar, cancel button and run in backgroun","when deploying an app in cloudhub, the actual file upload can take a while depending on the connection and the app size. during that time, there's no way of knowing if the app is still responsive and you can't do anything else.    also, if after pushing the button i just realized i forgot something i can't abort the proces.    lastly, it'd be nice to have the run in backgroun option that many eclipse dialogs have.    ",2,train
STUDIO-2179,Components and flow arrow inside response block should be displayed in the reverse order,"a flow shows the request and response message flow inside a flow using arrows with different direction: request goes from left to right, response foes from right to left.  that is not the case when there is a ""response"" component which is part of the response flow: the arrows inside the response go from left to right like in the request flow.    i would expect the components inside the response element are displayed in reverse order so the arrow that shows the direction of the flow goes from right to left.",34,train
STUDIO-2235,Direct-edit display name has a strange behavior under Windows,"in windows, when direct editing the display name of an element in the canvas, the ""editing box"" has a couple of strange behaviors:     when writing the name from scratch (erase everything and start writing), the first character shows, but upon typing the second character, the first one will not be visible (though it is still there).   when the display name is empty, the editing box shows from the middle expanding to the right (this is platform independent). it would be nicer if it showed centered on the element image.",5,train
STUDIO-2278,DM field editor navigation,"it should be really cool that when on the field editor or the data source editor when you hit the tab key you get to the other column or at lease the other row.    now a days  it just focus on the ok button, so you have to move with the mouse to navigate the grid ",2,train
STUDIO-2294,Exception Strategy inside choice making trouble,"when you try to insert a reference exception strategy inside a choice, nothing happens in the message flow view, but, on the backend, in the xml view, the exception strategy is being added.    see both screenshots",5,train
STUDIO-2299,"When deleting a field, everything seem to be deleted due to collapse","when you are mapping fields, and realized that you have added one field that is not going to be used and delete it, all the map is automatically collapsed, giving the idea that everything was deleted.     end user may not realized that it's just a collapse/expand issue.",8,train
STUDIO-2309,"When looking for JDBC in the Global Elements filter, nothing is shown","go to the global elements tab, clic on create and write jdbc in the filter.",8,train
STUDIO-2310,Entity IDs are not being generated correctly,"(setting xmlgeneration as component, but this does not really relate to the application xml generation mule config )    entity ids in the .mflow are being (again) generated as long random strings.    steps to reproduce:  # create a project/flow.  # drop an imap and a logger.  # open the .mflow with a text editor.    you will see that the entity ids are this long unrepresentative strings.    some additional information:  upon making any other modification on the flow, the entity ids will be regenerated as expected (/##).",8,train
STUDIO-2312,Warning icon shown in GUI but not in XML,"the ui shows that the sap transformer has a warning, but nothing is displayed in the error log or the xml view.    see attached screenshot.    is the problem related to the sap editor xml definition?",8,train
STUDIO-2315,Bad maven project import in studio using studio:studio,i tried to import a project using studio:studio and i had a couple of issues when trying to generate and deployable archetype using export:  1  project does not included maven dependencies in lib folder  2  export complains if folders src/main/resources or src/test/java or src/test/resources does not exists.    attached you can find the project i was trying to import / export,5,train
STUDIO-2321,"Data Mapper DB Lookup Table, java.sql.SQLException: Streaming result set com.mysql.jdbc.RowDataDynamic is still active",using the same lookup table multiple times in one mapping transformer led to exception during runtime.,8,train
STUDIO-2327,Studio randomly crashes when multiple flows are re ordered and referencing one another.,"hi     our user is still seeing these crashing issues with studio even after applying all of the updates.     here is what they've told me.     they have a project with a main flow and multiple sub flows. they think part of the issue may be how mule is updating the multiple flow files because they’ve gotten the error in a few scenarios (although they don’t have full replication steps yet):     steps that caused it this time:     1. the flow being referenced changes names, and the original name and new name both show up in the flow reference drop down.   2. i try to reference a second sub flow that is above the first sub flow (i have multiple sub flows in the file). once i add in the flow reference for subflow1 to call subflow2 then i get the error.   a. note: when i moved subflow2 below subflow1, the issue corrected itself.     here’s the error they got:     !entry org.eclipse.ui 4 0 20120920 08:31:27.045   !message there has been an error in the application. please report this incident to studio feedback@mulesource.com     save failed   !stack 0   java.lang.assertionerror   at org.mule.tooling.messageflow.editor.multipagemessagefloweditor$mergingcontext$merger.merge(multipagemessagefloweditor.java:1456)   at org.mule.tooling.messageflow.editor.multipagemessagefloweditor.mergeelements(multipagemessagefloweditor.java:1659)   at org.mule.tooling.messageflow.editor.multipagemessagefloweditor.formcommands(multipagemessagefloweditor.java:1352)   at org.mule.tooling.messageflow.editor.multipagemessagefloweditor.fixupsource(multipagemessagefloweditor.java:796)   at org.mule.tooling.messageflow.editor.multipagemessagefloweditor.updatesourcefromflow(multipagemessagefloweditor.java:768)   at org.mule.tooling.messageflow.editor.multipagemessagefloweditor.dosave(multipagemessagefloweditor.java:674)   at org.eclipse.ui.internal.saveablehelper$2.run(saveablehelper.java:151)   at org.eclipse.ui.internal.saveablehelper$5.run(saveablehelper.java:277)   at org.eclipse.jface.operation.modalcontext.runincurrentthread(modalcontext.java:464)   at org.eclipse.jface.operation.modalcontext.run(modalcontext.java:372)   at org.eclipse.jface.window.applicationwindow$1.run(applicationwindow.java:759)   at org.eclipse.swt.custom.busyindicator.showwhile(busyindicator.java:70)   at org.eclipse.jface.window.applicationwindow.run(applicationwindow.java:756)   at org.eclipse.ui.internal.workbenchwindow.run(workbenchwindow.java:2600)   at org.eclipse.ui.internal.saveablehelper.runprogressmonitoroperation(saveablehelper.java:285)   at org.eclipse.ui.internal.saveablehelper.runprogressmonitoroperation(saveablehelper.java:264)   /     thanks,     nicol",8,train
STUDIO-2367,There are problems when you zoom out in a flow,"steps to reproduce:   1. create a project with a config file and several flows in it.   2. add some exception strategies also   3. zoom out by pressing ctrl  or command       issue: you can see some elements drawn in the right side, check screenshot and video.     https:/ 27%2012.34.22.mp4       also when doing drag and drop the feedback image has weird behaviour, there is a lot of distance between the mouse and the feedback image.    ",8,train
STUDIO-2368,When doing drag and drop you are not able to scroll across the long canvas,"steps to reproduce:     1. create a config file with many flows in it.   2. try to scroll down when doing drag and drop    issue: you are stock and not able to scroll, take into account the use case when you zoom in and out.",5,train
STUDIO-2376,Static Component in a poll is removed when generic endpoint connector is changed or removed in Message Flow ,"i tested it in the following way:    1. created two global endpoints  a. name = “ge1”, address = “stdio:/out”  b. name = “ge2”, address = “file:/tmp/test”  2. created a new flow.  3. added a polling component with a frequency of 10 seconds.  a. added a staticcomponent with returndata = “hello world”.  4. added a generic outboundendpoint with a reference to ge1.  5. ran the project and verified everything works properly.    in the flow designer:    1. doubleclicked on the generic outboundendpoint.  2. added something to the documentation tab  3. saved the flow.    expected : flow changed with documentation and everything remains intact  actual: flow changed with documentation and staticcompontent disapears      the customer followed these steps:      1. created two global endpoints.  a. name = “globalendpoint1”, address = “stdio:/out”  b. name = “globalendpoint2”, address = “file:/tmp/test”  2. created a new flow.  3. added a polling component with a frequency of 10 seconds.  a. added a staticcomponent with returndata = “hello world”.  4. added a generic outboundendpoint with a reference to globalendpoint1.  5. ran the project and verified everything works properly.    in the flow designer:    1. doubleclicked on the generic outbound endpoint.  2. changed the endpoint reference to globalendpoint2.  3. saved the flow. ",3,train
STUDIO-2383,JDBC EE namespace appended to almost everything,"the jdbc ee namespace is being automatically appended to everything in my config file. even if i delete those chunks of code, they will reappear.  e.g.:      ...  /      /      /          /              /                  /                      /                      /                  /              /          /          /              /              /              /              /          /      /      /  ...    ",1,train
STUDIO-2418, Losing the Undo option when moving from flow to the xml view and back to the xml view,"when modifying something in the flow view and moving to the xml view and then back to the flow view, the undo option is no longer available. this is an usability issue.    ",34,train
STUDIO-2428,Mule config file from src/test/resources get copied in src/main/app,"if you create a functional test case that uses an xml config contained in the folder src/test/resources, as soon as you open it, an mflow will be generated, the correspondent config xml will be added to the src/main/app and it will be added to the mule deploy.properties file.  ",2,train
STUDIO-2438,XSDs with namespaces and XML without namespaces issue,"when the xsd has namespaces and the received xml doesn't, datamapper doesn't do the mappings correctly.",8,train
STUDIO-2445,DB lookup fields displayed in the Mappings view does not have the correct field names,"when creating a db lookup table in data mapper and entering the fields we want to extract from the database (name, surname, etc) when going back to the mapping view, the field are displayed with default names like field1, field2, field2, etc.    see attached screenshot and .grf",8,train
STUDIO-2450,DataMapper Encrypting database lookup password over and over again,"when configuring a database lookup in a datamapper component and encrypting the password, each time the user clicks the finish button from the configuration, the user is requested for the encryption password and the password is re encrypted over and over again.    ",8,train
STUDIO-2456,properties-ref in context:property-placeholder is not allowed and silently removed,"propertiesref attribute in context:propertyplaceholder is not allowed and mule studio silently removes it when saving in graphical view, replacing it with an empty location attribute.",8,train
STUDIO-2461,"In the SOAP dialog box, when operation is set to JAX-WS client, no browse button exists for setting the client class","in the soap dialog box, when operation is set to jax ws client, no browse button exists for setting the client class.",5,train
STUDIO-2481,Salesforce connector losing Global Element Properties information,the salesforce connector y losing information from its global element properties (url and proxy port) when going back from the xml view to the message flow.    to reproduce:     create new project   add the salesforce connector to the project   double click the saleforce connector   in generic / config reference click the add button (green cross)   click the salesforce connector and click ok   close the connector and go to the xml view   now go back to the message flow view   double click the connector to edit properties   click the edit button in the config reference used   url and proxy port and no longer displayed by default (see attached screenshot)  ,1,train
STUDIO-2482,Choice Router cannot edit routes in Win32XP,"the choice router has un editable fields for the expressions.    can workaround by going to xml, but we still need to support this browser.  a lot of big companies are scared of new technology.",1,train
STUDIO-2484,DataMapper: Exception raised when trying to map the MuleMessage Interface,steps to reproduce:   1. create a flow with a datamapper and open the wizard.   2. when configuring the wizards select to map a pojo   3. select java object and search for the class mulemessage interface   4. clic ok     issue: the followed exception is raised.       java.lang.reflect.invocationtargetexception    org.eclipse.jface.operation.modalcontext.run(modalcontext.java:421)    org.eclipse.jface.dialogs.progressmonitordialog.run(progressmonitordialog.java:507)    com.mulesoft.mule.datamapper.ui.wizard.schemageneratordialog.generateschema(schemageneratordialog.java:31)    com.mulesoft.mule.datamapper.ui.wizard.beanintrospectordialog.okpressed(beanintrospectordialog.java:138)    org.eclipse.jface.dialogs.dialog.buttonpressed(dialog.java:472)    org.eclipse.jface.dialogs.dialog$2.widgetselected(dialog.java:624)    org.eclipse.swt.widgets.typedlistener.handleevent(typedlistener.java:234)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.display.sendevent(display.java:3783)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1375)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1398)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1383)    org.eclipse.swt.widgets.widget.notifylisteners(widget.java:1195)    org.eclipse.swt.widgets.display.rundeferredevents(display.java:3629)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3284)    org.eclipse.jface.window.window.runeventloop(window.java:825)    org.eclipse.jface.window.window.open(window.java:801)    com.mulesoft.mule.datamapper.ui.wizard.beanmetadatapropertiespanel$1.widgetselected(beanmetadatapropertiespanel.java:108)    org.eclipse.swt.widgets.typedlistener.handleevent(typedlistener.java:234)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.display.sendevent(display.java:3783)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1375)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1398)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1383)    org.eclipse.swt.widgets.widget.notifylisteners(widget.java:1195)    org.eclipse.swt.widgets.display.rundeferredevents(display.java:3629)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3284)    org.eclipse.jface.window.window.runeventloop(window.java:825)    org.eclipse.jface.window.window.open(window.java:801)    com.mulesoft.mule.datamapper.ui.view.datamapperview.launchdmwizard(datamapperview.java:568)    com.mulesoft.mule.datamapper.ui.view.datamappereditpartrequesthandler.handlereadaccessrequest(datamappereditpartrequesthandler.java:71)    org.mule.tooling.messageflow.editpart.requesthandlermanager.handlereadaccessrequest(requesthandlermanager.java:50)    org.mule.tooling.messageflow.editpart.entityeditpart.performrequest(entityeditpart.java:145)    org.eclipse.gef.tools.selecteditparttracker.performopen(selecteditparttracker.java:194)    org.eclipse.gef.tools.selecteditparttracker.handledoubleclick(selecteditparttracker.java:137)    org.eclipse.gef.tools.abstracttool.mousedoubleclick(abstracttool.java:1069)    org.eclipse.gef.tools.selectiontool.mousedoubleclick(selectiontool.java:525)    org.eclipse.gef.editdomain.mousedoubleclick(editdomain.java:231)    org.eclipse.gef.ui.parts.domaineventdispatcher.dispatchmousedoubleclicked(domaineventdispatcher.java:291)    org.eclipse.draw2d.lightweightsystem$eventhandler.mousedoubleclick(lightweightsystem.java:518)    org.eclipse.swt.widgets.typedlistener.handleevent(typedlistener.java:189)    org.eclipse.swt.widgets.eventtable.sendevent(eventtable.java:84)    org.eclipse.swt.widgets.display.sendevent(display.java:3783)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1375)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1398)    org.eclipse.swt.widgets.widget.sendevent(widget.java:1383)    org.eclipse.swt.widgets.widget.notifylisteners(widget.java:1195)    org.eclipse.swt.widgets.display.rundeferredevents(display.java:3629)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3284)    org.eclipse.ui.internal.workbench.runeventloop(workbench.java:2640)    org.eclipse.ui.internal.workbench.runui(workbench.java:2604)    org.eclipse.ui.internal.workbench.access$4(workbench.java:2438)    org.eclipse.ui.internal.workbench$7.run(workbench.java:671)    org.eclipse.core.databinding.observable.realm.runwithdefault(realm.java:332)    org.eclipse.ui.internal.workbench.createandrunworkbench(workbench.java:664)    org.eclipse.ui.platformui.createandrunworkbench(platformui.java:149)    org.eclipse.ui.internal.ide.application.ideapplication.start(ideapplication.java:115)    org.eclipse.equinox.internal.app.eclipseapphandle.run(eclipseapphandle.java:196)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runapplication(eclipseapplauncher.java:110)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start(eclipseapplauncher.java:79)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:369)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:179)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:597)    org.eclipse.equinox.launcher.main.invokeframework(main.java:620)    org.eclipse.equinox.launcher.main.basicrun(main.java:575)    org.eclipse.equinox.launcher.main.run(main.java:1408)  caused by: java.lang.exceptionininitializererror    java.lang.class.forname0(native method)    java.lang.class.forname(class.java:247)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator.h(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator.f(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator.b(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator$visitor.visit(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.model.typedobject.acceptvisitor(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator$visitor.visit(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.model.typedobjectref.acceptvisitor(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.model.typedobject.acceptvisitor(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator$visitor.visit(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.model.typedobjectref.acceptvisitor(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.model.typedobject.acceptvisitor(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator$visitor.visit(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.model.typedobjectref.acceptvisitor(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator.generateobjectschema(unknown source)    com.opensys.cloveretl.component.tree.bean.schema.generator.schemagenerator.generateschema(unknown source)    com.mulesoft.mule.datamapper.ui.wizard.beanintrospectoreditor.generateschema(beanintrospectoreditor.java:181)    com.mulesoft.mule.datamapper.ui.wizard.beanintrospectordialog$2.generateschema(beanintrospectordialog.java:141)    com.mulesoft.mule.datamapper.ui.wizard.schemageneratordialog$generateschema.run(schemageneratordialog.java:52)    org.eclipse.jface.operation.modalcontext$modalcontextthread.run(modalcontext.java:121)  caused by: org.mule.api.muleruntimeexception: couldn't find config via spi mechanism. corrupted mule core jar?    org.mule.config.pool.threadpoolfactory.newinstance(threadpoolfactory.java:57)    org.mule.config.immutablethreadingprofile./(immutablethreadingprofile.java:36)    org.mule.api.config.threadingprofile./(threadingprofile.java:120)   ... 21 more     ,8,train
STUDIO-2487,Studio doesn't support complex type nor lists,"these are actually 5 bugs in one, so brace yourself... errors are coming...    first, install this cloud connector https:/github.com/mulesoft/googleconnectorssuite/tree/master/gmail connector    1) first of all, all the list attributes get the same label description ""string"".  2) if i leave some of them empty, each time studio regenerates the code, the empty ones get a default #[payload] value  3) the ui is very very slow  4) complex types that are not complex cannot be defined in the ui. i only get the option to reference them  5) autocompletion doesn't work either for the complex types that are not lists.",1,train
